,A_index,BIN_LABEL,C_flare,DAY,ID,K_index,LABEL,N_PAIRS,N_STATIONS,PAIRS,STATIONS,TIME,YEAR,kurtosis_delay,kurtosis_grad,max_elevation,max_grad,max_phase_delay,mean_code_delay,mean_elevation,mean_grad,mean_phase_delay,min_elevation,min_grad,min_phase_delay,mse,network,new_regions,prn,radio_flux,std_grad,std_phase,sunsplot_number,sunspot_area
514,4,0.0,7,74,514,2,3.0,3,4,"'cxecquem', 'cxecqvec', 'cxectnec'","'qvec', 'quem', 'cxec', 'tnec'",15660,2014,0.368575018207,32.6775337832,35.6719845665,95.3968049462,15.6740718546,-2.68370990689,26.7203527451,16.2533380964,-2.64542397122,5.60925535215,3.19843653185,-8.99083944368,0.531877578344,regme,1,GPS 2,139,6.40192211267,5.49268585259,141,1020
515,4,0.0,7,74,515,2,3.0,4,7,"'cuecgzec', 'quemepec', 'njecgyec', 'cuecalec'","'gyec', 'njec', 'quem', 'epec', 'cuec', 'alec', 'gzec'",12360,2014,0.826927243017,16.8085698454,33.6993644546,503.114780543,41.6796938991,10.6215232913,27.1913618322,33.4018974515,10.6098308479,6.8330595673,0.00174774364094,4.16467059138,2.02825719357,regme,1,GPS 20,139,40.5362514592,4.1943587901,141,1020
516,4,0.0,7,74,516,2,3.0,7,10,"'njeccuec', 'pjecseec', 'mhecnjec', 'checquem', 'checepec', 'ibecepec', 'pjecgyec'","'gyec', 'pjec', 'njec', 'quem', 'ibec', 'epec', 'seec', 'chec', 'cuec', 'mhec'",13530,2014,-0.733561642804,9.2483969025,33.6840125865,375.121702175,34.7912306575,11.6961315329,26.2191577652,41.1941874202,11.6522802394,4.92158944231,0.013930196563,-23.0612739401,2.63712579948,regme,1,GPS 20,139,45.0180371997,5.00694073817,141,1020
517,4,0.0,7,74,517,2,3.0,7,7,"'cxecquem', 'cxecqvec', 'checibec', 'quemibec', 'ececqvec', 'ibecepec', 'quemepec'","'ecec', 'cxec', 'quem', 'ibec', 'epec', 'chec', 'qvec'",15960,2014,-0.601011204742,12.7742212346,33.6840125865,692.858889473,68.8375342585,11.9750692755,25.6838895703,32.3911860008,12.1660968766,3.89014041004,0.0222074647065,-12.2656144748,2.15873191433,regme,1,GPS 20,139,47.4376143714,5.12506444003,141,1020
518,4,0.0,7,74,518,2,3.0,4,6,"'cxecepec', 'precmaec', 'alecmaec', 'cxectnec'","'maec', 'cxec', 'prec', 'epec', 'tnec', 'alec'",16290,2014,0.0369914809526,4.00899630403,33.8699077447,767.096142563,68.8375342585,10.8849643285,26.5642399562,81.4564397939,11.4022696375,4.72035083285,0.0233678577755,-11.825700353,4.49504075344,regme,1,GPS 20,139,83.7144003708,7.56076683865,141,1020
519,4,0.0,7,74,519,0,3.0,3,5,"'cxecerec', 'ececqvec', 'cxectnec'","'erec', 'ecec', 'cxec', 'tnec', 'qvec'",68010,2014,2.62711892201,6.33381325365,86.0911870405,886.648411046,108.97140001,13.2537323818,44.9913492262,149.880083906,12.9845597528,4.11945124184,7.94243805905,-48.740261321,10.0963758368,regme,1,GPS 21,139,200.108340178,17.7981677744,141,1020
520,4,0.0,7,74,520,0,3.0,6,7,"'cxecquem', 'cxecepec', 'cxecqvec', 'clecljec', 'quemepec', 'ljecgzec'","'cxec', 'ljec', 'quem', 'epec', 'qvec', 'clec', 'gzec'",69120,2014,4.89674291028,25.8644682146,87.2749028848,1982.47735502,108.98515699,10.9631723556,43.1889208415,100.570373832,10.6747486305,3.38808498771,0.00147378028777,-48.740261321,7.91373623325,regme,1,GPS 21,139,181.870964261,15.0414286868,141,1020
521,4,0.0,7,74,521,1,3.0,2,3,"'mhecnjec', 'clecmhec'","'njec', 'clec', 'mhec'",78180,2014,1.12175263905,33.2840476963,73.1703871759,111.200601895,22.4978395296,9.86728559103,37.2876156548,10.618748236,9.87647980629,0.665304456809,0.0120427855854,-3.1428211641,0.565652559941,regme,1,GPS 22,139,8.43374855912,3.94531002991,141,1020
522,4,0.0,7,74,522,2,3.0,3,5,"'quemepec', 'mhecnjec', 'clecmhec'","'njec', 'clec', 'epec', 'quem', 'mhec'",13560,2014,3.34636661436,9.71758564128,77.6284729599,916.606017545,27.7283785199,0.699111643245,46.0529351633,63.1474106013,0.51746873177,7.17161893386,0.126581477951,-66.0251122463,4.74390666608,regme,1,GPS 23,139,126.358210111,6.11474463955,141,1020
523,4,0.0,7,74,523,2,3.0,2,3,"'cxecepec', 'checepec'","'epec', 'cxec', 'chec'",14970,2014,26.742189611,55.0894859372,75.3914087527,1227.5616975,91.0266450983,2.53024680608,41.4277364538,29.7478232559,3.11305596166,5.09716391093,0.000249924244929,0.610868223685,4.18628445597,regme,1,GPS 23,139,163.917584297,6.5667424214,141,1020
524,4,0.0,7,74,524,0,3.0,4,6,"'njecgyec', 'cxecepec', 'cxecerec', 'cxectnec'","'gyec', 'cxec', 'njec', 'epec', 'erec', 'tnec'",59250,2014,19.4289949003,79.513166295,58.6410723166,1492.55593727,128.245949247,15.5835993932,29.4814979341,57.7685733723,15.8754003688,2.25644168286,11.0459217224,-5.26876093093,4.05377040896,regme,1,GPS 24,139,122.084568186,9.67531598727,141,1020
525,4,0.0,7,74,525,1,3.0,2,3,"'pjecgyec', 'njecgyec'","'njec', 'gyec', 'pjec'",34350,2014,-1.20011304089,22.5619908628,43.9672615934,76.6055457529,35.7382180887,19.3697662999,26.5995841805,15.7351090259,19.3916695552,4.22616417175,0.000168530184627,4.54402334877,0.654712131784,regme,1,GPS 25,139,9.00922382593,8.16083056983,141,1020
526,4,0.0,7,74,526,4,3.0,3,4,"'cxecepec', 'pjecseec'","'seec', 'cxec', 'pjec', 'epec'",420,2014,-1.23881647311,124.554677235,66.3434973215,624.826362079,56.5862483946,12.5865107812,28.1660759706,15.4339453464,12.3831291322,4.56780663765,0.036640601893,-1.63147036744,1.27792458105,regme,1,GPS 28,139,33.4879716631,10.5964152624,141,1020
527,4,0.0,7,74,527,4,3.0,4,5,"'pjecgyec', 'njecgyec', 'ibecepec'","'njec', 'gyec', 'ibec', 'pjec', 'epec'",3210,2014,-1.02867111846,4.8711524535,66.8284977028,175.00573867,37.3436999437,11.6705837994,30.4908409207,23.3778172361,11.4615992411,4.85795220581,0.00491150369197,-1.58154336146,2.05277194399,regme,1,GPS 28,139,31.6426612272,10.2080610941,141,1020
528,4,0.0,7,74,528,0,3.0,2,4,"'njeccuec', 'ececqvec'","'njec', 'qvec', 'cuec', 'ecec'",71880,2014,-1.05078045072,37.6645795389,63.4655360814,488.081214694,62.2012552647,15.6084793902,28.996276606,30.1950349982,16.010777368,2.19101889961,0.0163549016311,-1.38849027439,2.63676057251,regme,1,GPS 29,139,62.0410212708,13.8648894036,141,1020
529,4,0.0,7,74,529,4,3.0,2,3,"'pjecgyec', 'njecgyec'","'njec', 'gyec', 'pjec'",3120,2014,-1.05643555752,-1.61120631999,27.1270486664,450.42192323,38.2806426333,11.1076431026,13.6188112025,162.415699798,9.59668099508,6.98439815157,8.17993616462,-15.2176141273,8.92200101269,regme,1,GPS 32,139,165.493029023,9.60774236543,141,1020
530,4,0.0,7,74,530,4,3.0,2,3,"'cxecepec', 'cxectnec'","'cxec', 'tnec', 'epec'",8430,2014,5.2875708546,10.7547425593,25.5002544554,1310.68229451,104.280060279,9.50444002319,14.7233244967,88.0525150938,12.7853043118,9.22952080257,1.52533146934,6.65049118375,12.4643726476,regme,1,GPS 32,139,289.039219363,13.0095099455,141,1020
531,4,0.0,7,74,531,1,3.0,2,3,"'cxecqvec', 'ececqvec'","'qvec', 'ecec', 'cxec'",47730,2014,0.972534375837,134.849222947,67.8564339351,475.674004557,23.4808039492,3.69931212642,32.2318482286,16.9924070634,3.57128073645,2.93270249184,3.24127150389,-16.4810171564,1.60066343111,regme,1,GPS 5,139,42.3680405134,6.56046476186,141,1020
532,4,1.0,7,74,532,4,2.0,4,7,"'cxecepec', 'mhecnjec', 'njeccuec', 'pjecseec'","'cxec', 'pjec', 'njec', 'epec', 'seec', 'cuec', 'mhec'",9870,2014,-0.580651902589,6.15687425651,88.5185632756,69.3196071821,24.6484019028,10.8910536706,42.5442884227,14.6573630149,10.8839083548,2.46505800201,0.0187293286209,3.20290874217,0.305134632444,regme,1,GPS 7,139,7.37079713523,6.22036387792,141,1020
533,4,1.0,7,74,533,2,2.0,2,3,"'checepec', 'ibecepec'","'epec', 'chec', 'ibec'",10920,2014,-1.23748524161,15.1889462067,89.350825885,67.1324058289,21.0254021076,10.8088565253,42.9378523034,8.73951050257,10.772967388,4.84572105635,0.0669148100438,4.01659763709,0.324339869696,regme,1,GPS 7,139,8.18678405936,5.65951270653,141,1020
534,4,0.0,7,74,534,1,3.0,3,5,"'njecgyec', 'pjecgyec', 'cxecqvec'","'njec', 'qvec', 'gyec', 'cxec', 'pjec'",22680,2014,7.94579378045,34.8486780851,88.2303692799,983.542244842,70.8000273249,11.8469635804,44.3933876501,38.9812695267,11.900028399,1.67266684165,0.00719069720498,-37.9953097319,4.14122516388,regme,1,GPS 7,139,111.524799255,8.17338507524,141,1020
536,4,0.0,7,74,536,4,3.0,5,7,"'pjecseec', 'mhecnjec', 'njeccuec', 'clecmhec', 'cuecalec'","'cuec', 'pjec', 'njec', 'seec', 'clec', 'alec', 'mhec'",8400,2014,3.42294715821,18.4619668831,73.6406671988,736.551838328,41.2339716942,7.80647139358,40.2968993626,23.9583044088,7.5568994864,2.70583476131,0.00382753606332,-36.9017947229,2.51220616489,regme,1,GPS 9,139,58.5865643139,6.30302295254,141,1020
537,4,0.0,7,74,537,4,3.0,4,7,"'checepec', 'cuecgzec', 'ibecepec', 'alecmaec'","'maec', 'ibec', 'epec', 'cuec', 'chec', 'alec', 'gzec'",10590,2014,3.95543279874,19.0732434469,71.2529814191,288.94606207,41.8691530529,7.85053895735,39.1159673099,19.21750674,7.32682152986,4.50407461827,0.00152490683905,-0.0950156394548,1.88464185448,regme,1,GPS 9,139,41.9727819706,5.20375706627,141,1020
538,4,1.0,7,74,538,2,2.0,5,7,"'checibec', 'cxecquem', 'njecgyec', 'cxecqvec', 'quemibec'","'gyec', 'cxec', 'njec', 'quem', 'ibec', 'chec', 'qvec'",11820,2014,1.34983092077,46.5756160252,72.322980958,1070.84206919,27.8874915695,9.22171974429,38.8821968496,44.252031508,8.94333238264,2.60367867595,0.0204067590607,-44.3248234396,2.94750682323,regme,1,GPS 9,139,72.5291224873,7.43555444594,141,1020
539,4,0.0,7,74,539,1,3.0,3,5,"'cxecepec', 'quemepec', 'ececqvec'","'quem', 'qvec', 'ecec', 'cxec', 'epec'",33090,2014,10.1948098988,13.276031492,71.6587782217,5470.25089328,58.3540526281,8.69683622133,34.9395698461,156.213764747,8.60492220588,3.1396717441,0.0318191617828,-12.9409706596,6.57209169027,regme,1,GPS 9,139,437.652720735,8.69788307928,141,1020
540,4,0.0,7,74,540,1,3.0,2,3,"'precmaec', 'prectnec'","'maec', 'tnec', 'prec'",38490,2014,7.13494434293,19.033422574,70.0497955414,930.005432867,54.6174083482,7.51945172959,32.8824714613,36.0783920671,7.88027881139,2.57582018431,0.00372428604529,-44.2398054471,5.26499450777,regme,1,GPS 9,139,113.276757561,8.76089082788,141,1020
541,5,1.0,11,78,541,5,2.0,5,9,"'checibec', 'quemibec', 'njecgyec', 'ececqvec', 'maecalec'","'gyec', 'maec', 'ecec', 'njec', 'quem', 'ibec', 'chec', 'qvec', 'alec'",7290,2014,3.40583536183,15.8597200095,66.2743865035,1102.07972133,30.809166728,19.3417571778,45.1395254611,24.8738305599,19.3315695697,3.05561075482,0.00880504931528,-66.6472695119,1.68944309658,regme,1,GPS 1,149,46.3900514806,3.46125155242,137,630
542,5,1.0,11,78,542,5,2.0,2,4,"'checquem', 'maecerec'","'erec', 'maec', 'quem', 'chec'",9120,2014,-0.60409414689,2.40145670246,66.2743865035,53.8606561133,23.2245725773,19.4982078813,42.1203901216,14.2153087867,19.4764945315,2.2335818765,0.0225286808337,11.7390423057,0.516471606667,regme,1,GPS 1,149,9.73919121454,2.26904731012,137,630
543,5,0.0,11,78,543,2,3.0,4,5,"'checepec', 'quemepec', 'cxecepec', 'ibecepec'","'ibec', 'epec', 'quem', 'chec', 'cxec'",15540,2014,1.0298146795,1.05992021136,66.2743865035,3444.45194318,57.4810293835,19.8535821779,43.1052382079,279.507933829,21.1812389844,5.80671492352,0.0518021926612,6.09346390581,7.57262476701,regme,1,GPS 1,149,456.488897672,8.44067552728,137,630
544,5,0.0,11,78,544,1,3.0,3,5,"'njecgyec', 'cxecqvec', 'ececqvec'","'njec', 'qvec', 'gyec', 'ecec', 'cxec'",75300,2014,-0.615357995182,9.74706762275,35.4533693799,277.854789973,60.8002177909,38.6259534741,14.010253079,81.7244712965,39.4229376051,3.81671394085,6.3308855531,22.9887139818,3.76380240662,regme,1,GPS 1,149,52.8830301069,7.49183251645,137,630
545,5,0.0,11,78,545,2,3.0,4,7,"'checepec', 'cuecgzec', 'njeccuec', 'clecmhec'","'njec', 'epec', 'cuec', 'chec', 'clec', 'gzec', 'mhec'",11760,2014,-0.0503430695484,20.9372916684,81.8655838747,183.741209803,21.9062831464,4.67773599879,44.2569414438,7.34660670547,4.71641176329,6.53409902251,0.000541252767643,0.304103271943,0.694889787643,regme,1,GPS 10,149,13.9816608386,3.74641757151,137,630
546,5,0.0,11,78,546,2,3.0,3,6,"'seecpjec', 'ececqvec', 'ljecpdec'","'ecec', 'pjec', 'ljec', 'pdec', 'seec', 'qvec'",12630,2014,0.16732312941,12.9486298544,80.8616486103,140.44947226,20.7552954097,5.16965060805,44.2040440373,9.12350714473,5.29228163394,3.68599601226,0.0203725454649,1.3093364639,0.946636576337,regme,1,GPS 10,149,18.719950757,3.86276109994,137,630
547,5,1.0,11,78,547,2,2.0,3,6,"'quemepec', 'mhecnjec', 'cxecqvec'","'cxec', 'njec', 'quem', 'epec', 'qvec', 'mhec'",16140,2014,0.00466151849607,19.0870248544,81.0362751581,147.037572214,21.0292912553,4.62815167426,43.4182046972,42.2165005473,4.72971009186,2.71168489956,0.00995297350062,0.705589062027,1.00265181923,regme,1,GPS 10,149,13.8883519573,3.94619701503,137,630
548,5,0.0,11,78,548,5,3.0,3,4,"'checquem', 'checepec', 'chectnec'","'quem', 'chec', 'tnec', 'epec'",5130,2014,0.430856005072,0.764060522156,72.264189611,738.924780284,47.5810022266,7.61562990538,56.4079472082,131.529512067,7.49227152492,4.61621114319,0.0273481016083,-39.321471986,8.32658621923,regme,1,GPS 11,149,214.178621756,9.87479065178,137,630
551,5,0.0,11,78,551,5,3.0,6,7,"'maecprec', 'seecpjec', 'maecerec', 'cxecerec', 'cxecepec'","'maec', 'cxec', 'pjec', 'prec', 'epec', 'erec', 'seec'",9870,2014,2.62177338626,4.68061015021,72.2456851525,789.89251931,48.7948840622,8.93696801507,52.8018907658,59.8946365723,9.14565724214,4.01135122608,0.00202621998453,-50.8254164922,4.2780679934,regme,1,GPS 11,149,80.4806500721,6.42408154198,137,630
552,5,0.0,11,78,552,2,3.0,2,4,"'njeccuec', 'erecalec'","'njec', 'erec', 'cuec', 'alec'",12180,2014,3.22079546789,5.58305323124,71.3582052175,519.665926179,41.2440444693,7.98101745958,56.3865758637,37.3371992145,7.68356262269,14.023105335,0.0937038468503,-7.54963521887,2.5925276193,regme,1,GPS 11,149,74.3105279106,4.46141820533,137,630
553,5,1.0,11,78,553,5,2.0,9,12,"'checibec', 'quemibec', 'pjecgyec', 'clecljec', 'precerec', 'checquem', 'njecgyec', 'chectnec', 'erecalec'","'gyec', 'pjec', 'njec', 'ljec', 'quem', 'ibec', 'prec', 'erec', 'chec', 'clec', 'tnec', 'alec'",6540,2014,-0.598677442388,5.84980241458,64.6119586922,207.42213406,21.8100287152,6.18071150486,34.5431499046,16.6859300237,6.26218341632,3.5492417028,0.0159596583089,-0.794879163355,0.832682774723,regme,1,GPS 13,149,17.7348011142,2.91140894336,137,630
554,5,1.0,11,78,554,5,2.0,4,6,"'checibec', 'checquem', 'checepec', 'cxectnec'","'cxec', 'quem', 'ibec', 'epec', 'chec', 'tnec'",7440,2014,-0.563617909093,5.35131941383,62.2373672851,326.929516657,24.5905470425,6.0476138479,30.432895336,27.1211533277,6.12673228426,4.27637344606,0.0045208428457,-7.1128254551,1.64677832854,regme,1,GPS 13,149,35.3747860441,3.39990817357,137,630
556,5,1.0,11,78,556,2,2.0,3,6,"'ibecepec', 'cuecgzec', 'erecalec'","'ibec', 'epec', 'erec', 'cuec', 'alec', 'gzec'",12660,2014,-0.192185879863,11.1124759642,62.964771488,135.321363652,13.3864023366,6.494747815,38.1333852666,15.4781690781,6.43587528972,8.46066655314,0.00639941850752,-2.37003690172,0.945832977561,regme,1,GPS 13,149,20.3656317944,2.67489756833,137,630
557,5,0.0,11,78,557,1,3.0,5,6,"'checepec', 'quemepec', 'cxecepec', 'ljecpdec'","'cxec', 'quem', 'ljec', 'pdec', 'epec', 'chec'",22710,2014,0.594336403519,12.3105770579,63.3775163991,2122.28028436,24.5905470425,5.99309659623,31.1194105583,116.302374361,6.35905174351,5.31290775669,0.00154490743019,-6.29034370407,2.76514050133,regme,1,GPS 13,149,236.515858819,4.07462086785,137,630
558,5,0.0,11,78,558,1,3.0,3,5,"'cxecquem', 'cxecerec', 'ececqvec'","'erec', 'qvec', 'ecec', 'cxec', 'quem'",26280,2014,0.422406013801,1.17885739913,63.3345673202,320.819475084,17.2457255974,6.01188229299,29.1278038651,38.9460855796,5.79259514822,4.51348791633,0.00444150873902,-21.1235851494,2.79893232509,regme,1,GPS 13,149,46.8699852046,3.87296935867,137,630
559,5,0.0,11,78,559,1,3.0,2,3,"'clecmhec', 'clecljec'","'clec', 'ljec', 'mhec'",63240,2014,3.4797678574,16.8115216572,35.7267836196,840.691628508,41.1542341767,17.5588679423,24.9033308284,52.6134449523,17.2653640969,5.33169682332,0.00688382969143,-48.2775562915,6.98178748383,regme,1,GPS 14,149,156.021093022,11.0462177146,137,630
561,5,0.0,11,78,561,5,3.0,2,4,"'seecpjec', 'njecgyec'","'njec', 'gyec', 'seec', 'pjec'",8280,2014,0.987156382553,14.4159944789,36.3795700257,381.823951173,43.5468685544,6.18027096525,25.6821581064,43.7543960036,6.29272744728,2.58291120824,0.0844823760697,-10.1743262518,3.05946211113,regme,1,GPS 17,149,63.9321713555,6.88886111654,137,630
562,5,1.0,11,78,562,2,2.0,10,11,"'cxecepec', 'cuecalec', 'cxecqvec', 'maecalec', 'cxectnec', 'njeccuec', 'prectnec', 'ececqvec', 'cxecerec', 'erecalec'","'maec', 'ecec', 'cxec', 'njec', 'prec', 'epec', 'erec', 'cuec', 'qvec', 'tnec', 'alec'",12210,2014,-1.14251204818,11.040198544,38.6704366984,246.782875971,22.0270641049,5.44519267457,25.5303159458,9.57424217033,5.43677659093,2.0126107771,0.00207632614138,-20.8101535865,0.58002109962,regme,1,GPS 17,149,14.287407492,6.37300921728,137,630
563,5,1.0,11,78,563,2,1.0,3,6,"'pjecgyec', 'mhecnjec', 'clecljec'","'gyec', 'pjec', 'njec', 'ljec', 'clec', 'mhec'",15480,2014,-0.427870855415,5.84980061908,36.7641044879,230.566246724,25.223149675,5.91527339793,25.2672847747,21.873913252,5.86022033826,1.39024795275,0.0290858937456,-10.1743262518,1.36670527383,regme,1,GPS 17,149,24.9453490531,6.16799286664,137,630
564,5,0.0,11,78,564,1,3.0,2,4,"'ljecpdec', 'quemepec'","'pdec', 'ljec', 'quem', 'epec'",46740,2014,5.06945857094,22.147144143,55.4698634106,1528.24817213,49.6003651962,11.712749442,30.1229628482,53.7917664015,11.8839205817,5.52464995539,0.0433423427788,-83.4991625024,4.42773157102,regme,1,GPS 18,149,125.358969819,9.89211092101,137,630
565,5,0.0,11,78,565,1,3.0,2,3,"'clecmhec', 'clecljec'","'clec', 'ljec', 'mhec'",72060,2014,15.5214384416,76.686571043,53.9307465194,1111.64952991,125.240378244,10.574117138,26.2431143118,25.0172586603,10.5013174229,4.37883224581,0.0110200803059,-6.31991373118,4.37881031411,regme,1,GPS 18,149,115.972543874,12.0671999188,137,630
566,5,0.0,11,78,566,5,3.0,2,3,"'clecmhec', 'clecljec'","'clec', 'ljec', 'mhec'",4530,2014,1.62330908326,20.6326324587,62.9054784917,77.8610062033,27.0581194287,9.54233736112,40.7051553737,7.99755482681,9.67978395114,14.8966473805,0.0362339313602,5.20063261501,0.968965762128,regme,1,GPS 19,149,12.8232000893,4.8909528606,137,630
568,5,0.0,11,78,568,1,3.0,4,5,"'checepec', 'quemepec', 'cxecepec', 'ibecepec'","'ibec', 'epec', 'quem', 'chec', 'cxec'",44970,2014,3.1923523302,35.9812835835,84.8314920515,4350.80237001,120.120638616,10.2732976881,42.8198818202,40.4699525825,10.345654915,4.82603727286,0.000267713224892,-27.9421522838,2.83862506783,regme,1,GPS 21,149,187.068208306,9.40412407337,137,630
569,5,0.0,11,78,569,1,3.0,7,9,"'cxecquem', 'cxecerec', 'cxectnec', 'ececqvec', 'clecljec', 'cxecqvec', 'ljecgzec'","'ecec', 'cxec', 'ljec', 'quem', 'erec', 'qvec', 'clec', 'tnec', 'gzec'",68040,2014,10.0192555047,24.4849150936,87.1467425657,1148.54388446,120.206117358,11.2923219007,43.2825255426,31.4235157918,11.649603462,3.91194138709,0.00422340787118,-100.910344693,5.72148270642,regme,1,GPS 21,149,128.833065897,12.7961518663,137,630
570,5,0.0,11,78,570,1,3.0,3,5,"'seecpjec', 'cxecqvec', 'ececqvec'","'ecec', 'seec', 'cxec', 'pjec', 'qvec'",77460,2014,9.91249362861,96.2526080333,74.8243168278,559.77370569,76.0832549171,11.17854343,35.6449936764,30.2501309415,11.6656107711,1.37125227612,0.00224594096604,-27.1722152783,3.64413546805,regme,1,GPS 22,149,87.8886323506,8.07933197749,137,630
571,5,0.0,11,78,571,5,3.0,3,5,"'checepec', 'quemepec', 'pjecgyec'","'gyec', 'quem', 'chec', 'pjec', 'epec'",9060,2014,3.58092052233,6.11748844837,77.9432565232,1548.40602681,16.1657948144,0.716087781433,46.4443649734,130.519128156,0.998292799965,2.63030885234,0.022657594174,-57.1806886538,3.87771990487,regme,1,GPS 23,149,216.09736121,4.7282692515,137,630
572,5,0.0,11,78,572,1,3.0,2,3,"'pjecgyec', 'njecgyec'","'njec', 'gyec', 'pjec'",23160,2014,1.93452609522,9.22540750336,56.5987597881,355.148128189,35.1494956313,13.932402523,29.2457781061,26.1134586802,13.6513142972,3.2917781024,0.812775645842,-8.46350252208,2.6143664934,regme,1,GPS 24,149,62.5866405858,7.14348911088,137,630
573,5,0.0,11,78,573,2,3.0,2,3,"'pjecgyec', 'njecgyec'","'njec', 'gyec', 'pjec'",38460,2014,1.93452609522,9.22540750336,56.5987597881,355.148128189,35.1494956313,13.932402523,29.2457781061,26.1134586802,13.6513142972,3.2917781024,0.812775645842,-8.46350252208,2.6143664934,regme,1,GPS 24,149,62.5866405858,7.14348911088,137,630
574,5,0.0,11,78,574,2,3.0,2,4,"'quemepec', 'cxecerec'","'erec', 'quem', 'cxec', 'epec'",17820,2014,2.75839756658,10.737107034,68.0561904954,262.42047722,43.3064618465,5.03632266765,33.1983214187,62.3576312714,5.22960279209,3.68219106537,0.0113568486343,-0.409632436318,1.82018906173,regme,1,GPS 26,149,47.3762356427,6.9443881568,137,630
575,5,0.0,11,78,575,2,3.0,4,5,"'cxecepec', 'cxecqvec', 'ececqvec', 'cxectnec'","'qvec', 'ecec', 'cxec', 'tnec', 'epec'",21120,2014,4.3784962146,24.4158081376,68.9464083973,773.943643847,66.4869237184,5.74737744327,30.7737601494,26.2735080158,6.38210164574,4.12541922155,0.00171214389653,-0.489210449904,3.41381539144,regme,1,GPS 26,149,82.6114042907,8.79460584758,137,630
576,5,0.0,11,78,576,5,3.0,2,4,"'seecpjec', 'cxecepec'","'seec', 'cxec', 'pjec', 'epec'",1530,2014,-0.176279821959,13.507408807,66.3359286259,456.109256171,52.5170279219,8.24642951944,32.3337012986,30.659668687,8.23030598599,4.3318767929,0.166112324035,-15.505999694,3.15649762653,regme,1,GPS 28,149,61.8046183083,10.6132673111,137,630
577,5,0.0,11,78,577,5,3.0,4,7,"'njecgyec', 'pjecgyec', 'cxecqvec', 'ibecepec'","'gyec', 'cxec', 'pjec', 'njec', 'ibec', 'epec', 'qvec'",6570,2014,-0.489144048172,19.0611809311,66.820426586,637.331875888,56.1894244018,9.3497890142,32.5346129373,28.295257527,9.20322570842,3.49832682621,0.00193017752722,-27.2817511225,3.62163001599,regme,1,GPS 28,149,67.4144104012,11.5994343072,137,630
578,5,0.0,11,78,578,2,3.0,6,8,"'njeccuec', 'quemibec', 'pjecgyec', 'checquem', 'ibecepec', 'quemepec'","'gyec', 'pjec', 'njec', 'quem', 'ibec', 'epec', 'cuec', 'chec'",11760,2014,2.33444672098,25.9950714023,67.1453744809,637.331875888,46.0168147795,4.67027195168,39.1993093115,30.3358454021,4.53316214813,5.87125432106,0.00193017752722,-27.2817511225,1.9057695548,regme,1,GPS 28,149,44.511975522,7.1771593994,137,630
579,5,0.0,11,78,579,2,3.0,2,4,"'njeccuec', 'ececqvec'","'njec', 'qvec', 'cuec', 'ecec'",13110,2014,1.63245815409,8.52477439777,65.4183020544,179.20519799,40.3163079855,5.02535614292,37.2814939729,23.51894088,4.83344474788,5.50500923271,0.00156486765233,-1.74894784737,1.86028175221,regme,1,GPS 28,149,37.2006423028,8.48437979021,137,630
580,5,0.0,11,78,580,2,3.0,6,8,"'ljecpdec', 'mhecnjec', 'ljecgzec', 'erecalec', 'clecljec'","'alec', 'njec', 'ljec', 'pdec', 'erec', 'clec', 'mhec', 'gzec'",14880,2014,2.65481817327,41.1834560688,65.9591200912,278.38826761,36.1032577075,4.3630955027,39.1819659388,8.8469722984,4.41777377866,6.21018158685,0.00618853415652,-1.92729329117,0.996701250756,regme,1,GPS 28,149,24.4748699485,7.44796540933,137,630
581,5,0.0,11,78,581,1,3.0,2,3,"'mhecnjec', 'njecgyec'","'njec', 'gyec', 'mhec'",64560,2014,1.89272940411,41.7568402228,63.9077300593,2206.64019473,73.096827263,15.0284372799,30.0375770115,39.4675278238,15.4046333627,1.75293086933,0.00089301458836,-105.625937873,5.01082867183,regme,1,GPS 29,149,170.561725746,17.237258911,137,630
582,5,0.0,11,78,582,5,3.0,2,3,"'maecprec', 'maecerec'","'erec', 'maec', 'prec'",6360,2014,-1.36798722531,6.69535811861,43.6649197348,83.1739952614,24.177710541,17.8886910506,22.9120040157,14.1750897113,17.7903805929,1.637328256,0.044634782016,12.1393794779,0.732087333225,regme,1,GPS 3,149,14.0582761785,3.37296741329,137,630
583,5,0.0,11,78,583,5,3.0,2,4,"'mhecnjec', 'cxecqvec'","'njec', 'qvec', 'cxec', 'mhec'",5370,2014,3.18688057905,3.45512240881,23.8297061172,1066.96281841,113.288458634,12.492693487,12.7425116421,100.128179485,14.0766389116,4.16515282283,0.0810172798484,-72.9957385325,13.6912648263,regme,1,GPS 32,149,183.367379334,15.7516735173,137,630
584,5,0.0,11,78,584,5,3.0,8,11,"'maecprec', 'cxecepec', 'cxecqvec', 'cxectnec', 'pjecgyec', 'maecerec', 'cxecerec', 'ljecpdec'","'maec', 'gyec', 'cxec', 'pjec', 'ljec', 'pdec', 'prec', 'epec', 'erec', 'qvec', 'tnec'",5580,2014,2.23950522868,1.0823063977,25.5417011605,1066.96281841,113.288458634,13.7953293715,12.5610377267,127.5622544,13.2464570404,3.6200027147,0.00408755678999,-72.9957385325,10.6737533268,regme,1,GPS 32,149,206.6210924,12.4540110131,137,630
