,A_index,BIN_LABEL,C_flare,DAY,ID,K_index,LABEL,N_PAIRS,N_STATIONS,PAIRS,STATIONS,TIME,YEAR,kurtosis_delay,kurtosis_grad,max_elevation,max_grad,max_phase_delay,mean_code_delay,mean_elevation,mean_grad,mean_phase_delay,min_elevation,min_grad,min_phase_delay,mse,network,new_regions,prn,radio_flux,std_grad,std_phase,sunsplot_number,sunspot_area
61,2,0.0,2,19,61,0,3.0,2,3,"'cxecqvec', 'ececqvec'","'qvec', 'ecec', 'cxec'",38730,2014,5.8309511619,36.4556629849,62.6680333914,192.312711451,16.820397948,1.59877638954,29.7970055071,15.7840767635,1.5648422782,5.00866280287,0.911266282374,-11.4102791039,1.56887420055,regme,0,GPS 13,128,25.0537861289,2.81758115198,91,530
63,2,0.0,2,19,63,2,3.0,2,3,"'maecerec', 'erecalec'","'erec', 'maec', 'alec'",5250,2014,1.93603883797,20.5081496948,85.9923617467,73.097110408,10.1735819286,1.00061919861,44.0079762174,7.82416690559,1.02388020653,4.14698992705,0.00508641392681,-2.00787860288,0.608495188592,regme,0,GPS 19,128,10.788263276,2.7624678176,91,530
64,2,0.0,2,19,64,2,3.0,4,6,"'maecerec', 'epecquem', 'cxecerec', 'erecalec'","'maec', 'cxec', 'quem', 'epec', 'erec', 'alec'",3960,2014,-0.355165372137,24.9116263652,35.4810096818,384.210697199,17.8232248166,2.72069903155,28.2367555962,67.8990872045,2.75844532763,5.07343921486,0.00158654383328,-4.0301467431,0.581103327321,regme,0,GPS 20,128,17.3982926159,4.76579566245,91,530
65,2,0.0,2,19,65,0,3.0,2,3,"'cxecerec', 'epeccxec'","'erec', 'cxec', 'epec'",32460,2014,0.781598080764,32.6380405672,67.8628688999,206.045150456,11.3566291477,4.33574081538,34.3800745415,7.10817282363,4.38433760382,5.83129842143,0.000729399801388,-7.92526309199,1.13452028627,regme,0,GPS 26,128,23.4934874497,2.99328696019,91,530
66,2,0.0,2,19,66,2,3.0,2,3,"'maecerec', 'erecalec'","'erec', 'maec', 'alec'",5220,2014,0.615996979069,17.9488931062,86.123598374,79.4420414847,14.3135168451,8.38721344704,49.2606857054,9.55594753259,8.37949121753,3.0549421651,0.00462868599513,5.83473625144,0.62709957254,regme,0,GPS 3,128,12.2692760309,2.00758658379,91,530
67,2,0.0,2,19,67,2,3.0,2,4,"'maecerec', 'ljecgzec'","'erec', 'maec', 'ljec', 'gzec'",10290,2014,3.40514199092,11.5753179459,19.411231799,325.008583081,38.5886880091,8.49206543691,12.5397113535,34.2466072459,8.35269103041,4.36107243828,1.22188851684,-0.471123027502,3.16589539096,regme,0,GPS 31,128,59.368860936,6.10243455218,91,530
68,2,0.0,2,19,68,0,3.0,2,3,"'cxecquem', 'epeccxec'","'quem', 'cxec', 'epec'",53400,2014,2.27361289742,6.2863715946,57.6342841763,772.140079402,46.9486548536,3.98444031449,28.7190881129,84.4294108034,3.09519426795,6.66535106208,0.00204916752662,-48.9730282749,7.68668874855,regme,0,GPS 4,128,181.467912315,11.4983088397,91,530
69,2,0.0,2,19,69,1,3.0,2,3,"'cxecqvec', 'cxectnec'","'qvec', 'cxec', 'tnec'",54060,2014,2.29259282331,6.95086058682,58.6958498844,616.13506593,46.9486548536,4.6937485148,28.4876476914,58.2853644375,3.82690628987,6.60501698003,0.0459132898634,-48.9730282749,7.66198463901,regme,0,GPS 4,128,150.995004298,11.5246733395,91,530
70,2,0.0,2,19,70,1,3.0,2,4,"'cxecerec', 'ececqvec'","'qvec', 'ecec', 'cxec', 'erec'",57510,2014,2.1917800847,104.480664588,58.7894936062,674.639257971,50.2647980318,5.40453440708,27.7356442452,34.7480086689,4.97281352676,3.42839906401,0.00770098296028,-48.8682279366,4.15398826669,regme,0,GPS 4,128,93.7424984526,9.32207474597,91,530
71,2,0.0,2,19,71,1,3.0,3,4,"'cxecqvec', 'epeccxec', 'cxectnec'","'qvec', 'cxec', 'tnec', 'epec'",57330,2014,2.02123967088,17.9440476757,68.8143917858,683.342750426,20.9759316527,2.53369118329,36.0325654908,19.7993625134,3.01779456135,3.78601803664,0.00413604527153,-47.6975075938,2.31531625003,regme,0,GPS 5,128,52.1356779386,6.05462215003,91,530
72,2,0.0,2,19,72,1,3.0,2,2,'epecibec',"'ibec', 'epec'",72240,2014,-1.53924473616,7.42444091751,36.8566302547,132.290113714,32.158518509,19.9537968907,14.336821625,22.0465040592,20.1675273372,4.30061146906,2.9582494694,8.88742620872,1.71668457065,regme,0,GPS 6,128,30.5221718254,7.74624897347,91,530
73,2,0.0,2,19,73,1,3.0,2,3,"'cxecqvec', 'ececqvec'","'qvec', 'ecec', 'cxec'",78270,2014,-1.00864133415,-1.29923467581,37.5581297376,133.711490501,36.527453275,19.267437692,15.9373813812,44.141850726,19.7386823047,2.99657895889,0.665940621897,8.75677621108,2.76904664185,regme,0,GPS 6,128,45.4026780696,7.94124194832,91,530
74,3,0.0,5,20,74,0,3.0,2,2,'njecgyec',"'njec', 'gyec'",11370,2014,11.1474318724,18.4003425863,64.1581415565,801.602247163,65.5448301552,13.4425727691,37.6356010852,45.6547818717,13.6374944285,3.2700459877,0.0680843264981,9.65424494135,4.48592722971,regme,2,GPS 1,137,147.287503625,7.76228566471,131,850
75,3,0.0,5,20,75,0,3.0,2,3,"'mhecnjec', 'clecmhec'","'njec', 'clec', 'mhec'",24150,2014,-0.932354535418,-1.15764065133,64.1581415565,125.682164152,19.8527050638,11.8284851847,42.6697200187,37.6131302929,11.8544413261,14.9096074879,0.403752319552,6.29172609464,2.4770707626,regme,2,GPS 1,137,44.2799740191,2.95888453419,131,850
76,3,0.0,5,20,76,0,3.0,2,3,"'mhecnjec', 'clecmhec'","'njec', 'clec', 'mhec'",22530,2014,0.11269804366,1.1484346439,35.8988424534,88.2686746281,18.5979219052,4.60953479435,25.8777231095,18.4417816154,4.67666539632,1.39568828262,0.00526042922519,-0.897370553701,1.40500568014,regme,2,GPS 17,137,24.7048504094,5.26393652143,131,850
77,3,0.0,5,20,77,0,3.0,2,3,"'mhecnjec', 'clecmhec'","'njec', 'clec', 'mhec'",20580,2014,7.33810654216,16.7906025568,37.3181357644,465.124986659,36.5964429459,2.35647929526,31.6336002573,35.6232913595,2.5382105162,27.2558835465,0.0084889280961,-6.57546346366,3.21635650979,regme,2,GPS 20,137,78.588738253,4.84469861551,131,850
78,3,0.0,5,20,78,1,3.0,4,5,"'cxecqvec', 'cxecerec', 'epeccxec', 'cxectnec'","'erec', 'qvec', 'cxec', 'tnec', 'epec'",71460,2014,0.806753163843,86.3998862355,59.2494651172,277.870305786,23.8305184424,16.7714393417,29.5521531355,6.70562364116,16.7258117867,8.2907930563,0.00118461487337,2.74891048342,0.963406334619,regme,2,GPS 24,137,24.6839440961,4.1299518681,131,850
79,3,0.0,5,20,79,0,3.0,3,4,"'cxecqvec', 'ececqvec', 'cxectnec'","'qvec', 'ecec', 'cxec', 'tnec'",31890,2014,3.2346616272,8.8644955961,68.7541339757,789.749581985,54.5546632979,5.56854115585,32.929841132,52.6694093399,5.76805147281,2.83958808214,0.000611516407207,-65.6567720771,6.44978035769,regme,2,GPS 26,137,130.716783644,8.18006990788,131,850
80,3,0.0,5,20,80,1,3.0,2,3,"'cxecerec', 'epeccxec'","'erec', 'cxec', 'epec'",32430,2014,3.400319644,8.98485830662,67.8648771073,649.788587059,47.2781648864,5.46530613829,35.0429966696,45.9785718202,6.14338577735,6.07304184281,0.000262696321912,-21.2518308181,6.11966933021,regme,2,GPS 26,137,135.8573737,7.39280383347,131,850
81,3,0.0,5,20,81,1,3.0,2,4,"'njecgyec', 'ececqvec'","'njec', 'qvec', 'ecec', 'gyec'",72120,2014,-0.559708647041,8.56225550691,33.5599323803,516.567471169,41.7450639176,25.8417338475,14.4469563717,95.3703063579,25.1428847098,1.74894110773,0.756148271222,-0.495343307944,4.60155789353,regme,2,GPS 27,137,91.5947383711,7.23067388177,131,850
82,3,0.0,5,20,82,0,3.0,2,3,"'mhecnjec', 'njecgyec'","'njec', 'gyec', 'mhec'",21120,2014,5.22522043045,6.02049886758,64.7410984431,721.013052308,42.4139962411,2.0152221714,20.7497054682,105.004120394,3.36599825056,5.63636175179,1.61685270906,-41.2202330467,8.11704694931,regme,2,GPS 28,137,100.434810632,7.22549271476,131,850
83,3,0.0,5,20,83,1,3.0,2,3,"'cxecqvec', 'ececqvec'","'qvec', 'ecec', 'cxec'",46350,2014,19.0426386373,27.8809613442,66.1642879523,843.922054173,46.0864784397,0.914471124607,32.9959841905,30.6482066069,0.430920123038,4.23956189875,0.312770580216,-69.6321646798,5.63003626415,regme,2,GPS 28,137,93.9074106415,7.63473251099,131,850
84,3,0.0,5,20,84,0,3.0,2,3,"'mhecnjec', 'clecmhec'","'njec', 'clec', 'mhec'",18540,2014,-0.624202333687,0.0729227804872,51.7934481953,86.3173237809,9.91683796146,5.91962564563,22.302061723,32.3609930554,5.53746790378,3.61707267792,4.75940654691,-0.408287147844,1.69028501178,regme,2,GPS 32,137,19.2731289705,2.25791479813,131,850
85,3,0.0,5,20,85,1,3.0,3,5,"'epecquem', 'ececqvec', 'epeccxec'","'quem', 'qvec', 'ecec', 'cxec', 'epec'",74700,2014,1.0735168664,3.07280315147,38.9147516479,1148.21000997,43.2890169974,19.0091070504,17.8868463906,146.125045979,19.6329269081,4.15721805833,0.470178308298,10.2539302413,2.45111456873,regme,2,GPS 6,137,118.358463764,5.64883436961,131,850
86,3,0.0,5,20,86,1,3.0,5,6,"'cxecquem', 'cxecqvec', 'cxecerec', 'epeccxec', 'cxectnec'","'cxec', 'quem', 'epec', 'erec', 'qvec', 'tnec'",79320,2014,1.82916722478,3.44130534699,39.7687054067,224.464649179,34.9897061089,16.7332275317,22.0019954117,32.5178302656,17.2994602524,5.84078236145,0.951267538003,10.2539302413,2.59035463764,regme,2,GPS 6,137,57.3436035263,4.64540216982,131,850
87,8,0.0,2,21,87,3,3.0,4,5,"'cxecqvec', 'cxecerec', 'epeccxec', 'cxectnec'","'erec', 'qvec', 'cxec', 'tnec', 'epec'",13980,2014,11.8451281453,14.9728923571,66.2201025148,916.479429559,76.3460908732,12.6353422193,35.3204522295,52.3225483752,12.6509257775,5.87553724352,0.0242251773167,-0.115806938356,5.64070795968,regme,2,GPS 1,146,138.658100852,7.81246708962,141,820
88,8,1.0,2,21,88,3,2.0,2,3,"'cxecquem', 'epeccxec'","'quem', 'cxec', 'epec'",12090,2014,4.34064500346,15.3037033296,61.5891036987,604.619318002,13.2217528309,1.3203756255,28.7498295166,32.0240082091,0.881568919352,4.84902409181,0.0188569924668,-42.6895589112,2.94552253702,regme,2,GPS 13,146,64.1123404124,5.01063606777,141,820
89,8,0.0,2,21,89,2,3.0,4,7,"'epecquem', 'njecgyec', 'ececqvec', 'mhecnjec'","'gyec', 'ecec', 'njec', 'quem', 'epec', 'qvec', 'mhec'",40530,2014,11.8988249575,36.4704659245,63.5752706999,3861.96775346,17.5010936801,1.91007517108,29.1694753077,118.297944575,1.6323620111,3.7618172971,0.00229140111247,-77.7771029754,4.19088087806,regme,2,GPS 13,146,258.151276234,6.17090813914,141,820
90,8,0.0,2,21,90,8,3.0,2,3,"'epecibec', 'epeccxec'","'ibec', 'cxec', 'epec'",8640,2014,0.244844670827,-1.3595477835,35.0589128622,751.171957788,53.4234588505,6.18224617212,26.7699940568,203.909912787,1.33632025219,7.95043291763,0.124152756812,-28.0674642933,11.3852383711,regme,2,GPS 14,146,245.757293982,12.0252851599,141,820
91,8,0.0,2,21,91,2,3.0,2,3,"'mhecnjec', 'clecmhec'","'njec', 'clec', 'mhec'",78510,2014,2.26727331286,1.64833319984,35.0076315011,177.638619517,24.288493136,11.3513728297,24.1595421377,66.3089497645,11.7033707566,3.69041663349,40.5877595822,5.54391606587,2.64252187903,regme,2,GPS 14,146,33.9766303578,3.19828325446,141,820
92,8,0.0,2,21,92,2,3.0,2,3,"'mhecnjec', 'clecmhec'","'njec', 'clec', 'mhec'",42270,2014,1.43663623775,1.78097599854,86.719833091,256.396748295,21.6829200038,4.88641463218,41.0629365392,75.4307956469,4.80619888844,1.44105639516,41.7672466955,-5.54275625066,3.25846267095,regme,2,GPS 15,146,50.0158789412,4.34113458598,141,820
93,8,0.0,2,21,93,2,3.0,4,5,"'cxecqvec', 'cxecerec', 'epeccxec', 'cxectnec'","'erec', 'qvec', 'cxec', 'tnec', 'epec'",64920,2014,4.58690343314,7.75715245121,86.4324713764,704.688845375,42.0020372234,6.04366779323,43.7708823141,51.6703367088,5.793520268,6.28707854714,0.00394166722806,-46.9570696922,6.24444936047,regme,2,GPS 15,146,140.771751691,8.12216084716,141,820
94,8,0.0,2,21,94,2,3.0,2,4,"'epecquem', 'ljecgzec'","'ljec', 'gzec', 'quem', 'epec'",50460,2014,-1.18837855424,36.3464696529,55.5220862517,562.056278302,18.0814715424,8.6472652397,28.7859493256,168.295790686,8.63330218609,5.29971918018,1.66446537051,1.01836674557,0.69013296637,regme,2,GPS 18,146,20.3945655476,3.24356684865,141,820
95,8,0.0,2,21,95,2,3.0,2,3,"'mhecnjec', 'clecmhec'","'njec', 'clec', 'mhec'",80280,2014,-0.825210900927,-1.04987031628,72.3539317479,807.565522159,62.0279902402,3.25724839975,38.6159187267,421.797002147,4.71286729413,1.71434982994,65.2395179478,-24.0891415811,19.1108761843,regme,2,GPS 22,146,188.605170365,20.1850623564,141,820
96,8,0.0,2,21,96,1,3.0,2,4,"'ibeccoec', 'clecmhec'","'clec', 'coec', 'ibec', 'mhec'",27810,2014,9.54789508732,45.2385459634,68.6019134202,578.707778082,34.2876913495,3.8973317375,30.0985180597,54.3967931079,3.92660302461,3.04510941973,9.09214495742,-42.9323610628,4.87438792123,regme,2,GPS 26,146,88.0811049059,6.07665890295,141,820
97,8,1.0,2,21,97,3,2.0,3,4,"'cxecquem', 'cxecqvec', 'cxectnec'","'qvec', 'quem', 'cxec', 'tnec'",12390,2014,18.1845906271,39.7752951019,69.6670224588,492.473130787,52.0151289917,12.7434196446,47.6288050785,22.5972463191,12.6523505518,4.79850972429,0.0349266565924,1.82488424551,3.3588470538,regme,2,GPS 27,146,55.0691039562,4.02883169809,141,820
98,8,1.0,2,21,98,3,2.0,12,13,"'ibeccoec', 'cxecerec', 'quemibec', 'epecibec', 'njecgyec', 'ececqvec', 'epeccxec', 'clecljec', 'cxecqvec', 'epecquem', 'ljecgzec'","'gyec', 'coec', 'ecec', 'cxec', 'njec', 'ljec', 'quem', 'ibec', 'epec', 'erec', 'qvec', 'clec', 'gzec'",12720,2014,5.65479206307,25.5360886358,69.5002652537,597.851764301,68.2326811839,12.910290647,47.2536506233,28.4017755618,12.7739244568,3.1229656363,0.01026377352,-17.5779328181,1.88733526202,regme,2,GPS 27,146,41.5609482076,3.11748071697,141,820
99,8,0.0,2,21,99,2,3.0,5,7,"'cxecqvec', 'mhecnjec', 'cxecerec', 'epeccxec', 'cxectnec'","'cxec', 'njec', 'epec', 'erec', 'qvec', 'tnec', 'mhec'",78150,2014,2.05909615818,43.3697624041,65.1114603161,758.880244362,37.4717386191,12.8632854087,31.7329155847,37.1385538258,13.1318356539,4.1876291095,0.000502425158724,-34.1668791539,3.12270898995,regme,2,GPS 29,146,77.9311394951,6.63231870971,141,820
100,8,1.0,2,21,100,3,2.0,4,5,"'cxecquem', 'epecibec', 'epeccxec', 'cxectnec'","'ibec', 'quem', 'cxec', 'tnec', 'epec'",11790,2014,1.90291463686,10.165738899,86.3612633765,152.300468885,18.0716092761,8.71952746709,52.2238866479,15.8987343466,8.69856691383,6.67599179278,0.011488990694,-0.988033281942,1.02773288664,regme,2,GPS 3,146,18.0610049675,2.0489065031,141,820
101,8,1.0,2,21,101,3,2.0,9,11,"'cxecerec', 'maecerec', 'clecmhec', 'njecgyec', 'clecljec', 'epecquem', 'ljecgzec'","'maec', 'gyec', 'cxec', 'njec', 'ljec', 'quem', 'epec', 'erec', 'clec', 'gzec', 'mhec'",13080,2014,8.3786916889,12.1954819745,86.1732188373,507.917033772,47.312512546,7.59278625889,53.5388303975,54.1621786001,7.66882697938,2.08476869742,5.21599908316e-05,-21.4256331367,2.8066090962,regme,2,GPS 3,146,61.0183692694,3.69691648428,141,820
102,8,1.0,2,21,102,3,2.0,8,10,"'cxecquem', 'quemibec', 'epecibec', 'njecgyec', 'ececqvec', 'epeccxec', 'pdecljec'","'gyec', 'ecec', 'cxec', 'njec', 'pdec', 'ljec', 'quem', 'ibec', 'epec', 'qvec'",15330,2014,4.00519683281,10.1360778405,85.7605768758,755.955720102,64.9538049884,8.58720059188,51.4455688244,32.2939401364,8.53901412698,6.15729496875,0.00301730237528,-20.4499697666,2.38321114468,regme,2,GPS 3,146,43.582812713,3.4652992075,141,820
103,8,1.0,2,21,103,3,2.0,2,3,"'cxecqvec', 'ececqvec'","'qvec', 'ecec', 'cxec'",16680,2014,2.48883905533,8.14632559594,85.3094496207,88.824064191,14.2487313716,9.23003105694,52.0433648223,12.8280260865,9.30609009396,6.77371815848,0.105024378978,0.867780379143,1.02875677617,regme,2,GPS 3,146,13.0585571373,1.85350617847,141,820
104,8,0.0,2,21,104,8,3.0,3,6,"'maecerec', 'epecquem', 'njecgyec'","'maec', 'gyec', 'njec', 'quem', 'epec', 'erec'",6840,2014,0.38545927123,22.381998828,18.1193028789,453.138456904,40.1918023106,8.33041468166,12.8631617521,63.2403166098,8.65963909275,4.28147027856,0.000953220763381,-3.40246430339,1.77368711828,regme,2,GPS 31,146,50.1834853576,7.21568369183,141,820
105,8,0.0,2,21,105,8,3.0,3,5,"'njecgyec', 'mhecnjec', 'cxecerec'","'njec', 'erec', 'gyec', 'cxec', 'mhec'",7590,2014,0.508475807258,21.9477653784,18.9083118625,753.069604027,40.1918023106,5.33937962942,12.3423068953,111.840911342,5.80434419377,5.6975815223,0.0154350339521,-33.0977870735,6.6637540197,regme,2,GPS 31,146,109.4373655,11.5723651065,141,820
106,8,0.0,2,21,106,8,3.0,5,8,"'ibeccoec', 'cxecqvec', 'ececqvec', 'ljecgzec', 'cxectnec'","'coec', 'ecec', 'cxec', 'ljec', 'ibec', 'qvec', 'tnec', 'gzec'",9390,2014,0.401014399603,4.42200284294,20.8147925211,587.678167347,44.7838981473,6.51823399017,13.0631627036,132.960979483,7.24899055272,2.68439934966,0.0375933963305,-33.0977870735,10.2702927994,regme,2,GPS 31,146,87.4369874154,11.7740940472,141,820
107,8,0.0,2,21,107,1,3.0,4,5,"'cxecqvec', 'cxecerec', 'ececqvec', 'epeccxec'","'erec', 'qvec', 'ecec', 'cxec', 'epec'",27570,2014,-0.750487201412,3.02694230432,60.9213433909,332.911305888,23.5265338211,6.04999695515,32.4457117389,59.0863135359,5.45071042859,5.00357967637,0.000454937998664,-20.7797435503,4.44832447685,regme,2,GPS 32,146,89.0679039708,6.43034290996,141,820
108,8,0.0,2,21,108,2,3.0,5,6,"'cxecquem', 'cxecqvec', 'cxecerec', 'epeccxec', 'cxectnec'","'cxec', 'quem', 'epec', 'erec', 'qvec', 'tnec'",56610,2014,1.07660808312,78.1983013794,58.6919106455,308.333373415,25.6928409811,4.40370787686,28.0115407047,11.9943997758,4.28531776586,4.78140064547,0.00173283461188,-2.38954502285,1.19840624163,regme,2,GPS 4,146,27.4153584956,6.06642404831,141,820
109,8,0.0,2,21,109,2,3.0,4,5,"'cxecqvec', 'cxecerec', 'epeccxec', 'cxectnec'","'erec', 'qvec', 'cxec', 'tnec', 'epec'",58470,2014,3.39217423696,24.2234449888,68.7582730392,851.139771151,35.2505866117,3.10497231781,35.9957663566,25.5199476438,3.79173745279,4.20248164729,0.00342607227886,-53.3002935967,3.46821492606,regme,2,GPS 5,146,80.2680571973,7.02201900597,141,820
110,8,0.0,2,21,110,3,3.0,7,9,"'cxecqvec', 'njecgyec', 'ececqvec', 'clecljec', 'ljecgzec', 'pdecljec'","'gyec', 'ecec', 'cxec', 'njec', 'ljec', 'pdec', 'qvec', 'clec', 'gzec'",11910,2014,8.39669739311,10.5119231187,66.8406121328,733.453469951,73.0163247828,9.51667426022,50.1218769879,41.156456225,9.97193022127,5.0304449183,0.0209546198433,-23.4927348948,4.80705476445,regme,2,GPS 6,146,94.2117795175,6.00899270726,141,820
111,8,0.0,2,21,111,3,3.0,4,5,"'cxecquem', 'cxecerec', 'epeccxec', 'cxectnec'","'erec', 'quem', 'cxec', 'tnec', 'epec'",15540,2014,9.93103257197,33.4770458341,67.3883930405,467.455458507,42.1385651313,10.1372596432,48.8566229927,20.7022663897,10.4186900422,6.94311018077,0.0344190057088,3.86545717872,2.04011710743,regme,2,GPS 6,146,62.0930071009,4.13552660794,141,820
112,9,0.0,1,22,112,9,3.0,3,4,"'cxecerec', 'epeccxec', 'cxectnec'","'erec', 'cxec', 'tnec', 'epec'",6480,2014,8.90859496672,16.2744815813,66.2232555273,758.402373283,55.8106143616,13.2469210985,35.7431444265,46.7962170835,13.1041045735,5.63342154922,0.0042496708889,-23.6854257686,7.1012980549,regme,1,GPS 1,143,111.774609608,7.32938915102,144,670
113,9,0.0,1,22,113,9,3.0,3,4,"'epecibec', 'cxecqvec', 'epeccxec'","'ibec', 'qvec', 'cxec', 'epec'",8400,2014,4.86869405383,9.25100955611,65.6695057913,758.402373283,56.8508891583,14.4483389463,33.4868461279,62.7308106662,13.8753834063,5.18526960959,0.0112851079676,-34.6724255662,8.55808272823,regme,1,GPS 1,143,138.702486876,9.39918288062,144,670
115,9,1.0,1,22,115,9,2.0,5,8,"'cxecquem', 'maecerec', 'njecgyec', 'maecalec', 'epeccxec'","'maec', 'gyec', 'cxec', 'njec', 'quem', 'epec', 'erec', 'alec'",10500,2014,1.46578148556,12.6750307657,63.3600122031,521.979278266,33.6960145888,3.06643219816,31.5319328071,51.7177669237,2.87804726223,3.26208168677,0.0132309373041,-34.0335932847,3.32367871899,regme,1,GPS 13,143,63.1402787328,6.42577743511,144,670
117,9,1.0,1,22,117,2,1.0,2,3,"'quemibec', 'epecibec'","'quem', 'ibec', 'epec'",13830,2014,-1.04326240337,5.47915776016,61.3736343947,96.9741145094,11.5505378845,3.05803691737,34.1085877218,17.1467076635,3.0047186646,4.61709152386,0.000861996017711,-1.93043258278,0.86199695231,regme,1,GPS 13,143,16.223969208,3.23543539526,144,670
118,9,0.0,1,22,118,3,3.0,2,4,"'epecquem', 'ececqvec'","'quem', 'qvec', 'ecec', 'epec'",41880,2014,0.31417014656,5.65441118983,62.6928544665,404.881597892,27.1280142957,2.70915968994,28.4520674348,111.917822406,2.3188305373,3.72739375876,0.0095654862032,-31.0662528304,2.87886938506,regme,1,GPS 13,143,83.8424695236,5.80125941126,144,670
119,9,1.0,1,22,119,9,2.0,4,5,"'cxecqvec', 'cxecerec', 'erecalec', 'epeccxec'","'alec', 'erec', 'qvec', 'cxec', 'epec'",7020,2014,0.05812712992,7.70215082436,34.5692605358,83.3494446332,14.1596542143,10.0133732024,28.4010247808,13.110849283,9.93822581219,9.44953975235,0.0275849151373,2.48988164403,0.713672300158,regme,1,GPS 14,143,11.5169693422,2.31393785056,144,670
120,9,1.0,1,22,120,9,1.0,2,3,"'ljecgzec', 'pdecljec'","'ljec', 'pdec', 'gzec'",8400,2014,0.575129922155,5.54904954941,71.6589481139,125.777595246,19.3227048337,8.41884305026,40.3005526503,13.7861775676,8.36357660482,6.06262352383,0.00225612811923,3.05113763871,1.1620897572,regme,1,GPS 16,143,19.2178022707,2.78110034586,144,670
121,9,0.0,1,22,121,3,3.0,2,3,"'cxecqvec', 'epeccxec'","'qvec', 'cxec', 'epec'",53280,2014,0.417488022842,7.27075240184,55.5202163488,117.076788587,15.2078828662,9.23600986695,28.1102254611,11.9073746637,9.35012919697,3.13043544992,0.0237350274862,2.37708491119,1.27146791383,regme,1,GPS 18,143,24.6731828415,2.57355021873,144,670
122,9,0.0,1,22,122,2,3.0,2,3,"'cxecerec', 'cxectnec'","'erec', 'cxec', 'tnec'",54390,2014,0.095031916725,7.98685262808,56.1796878081,99.2330905426,14.9446246278,8.90623041662,28.269940307,17.3504309081,9.0113900252,4.52756619727,0.0146453126605,2.37708491119,1.30922580882,regme,1,GPS 18,143,20.2056776243,2.45179279389,144,670
123,9,0.0,1,22,123,3,3.0,4,5,"'cxecqvec', 'cxecerec', 'epeccxec', 'cxectnec'","'erec', 'qvec', 'cxec', 'tnec', 'epec'",42600,2014,3.56932461827,3.92211358339,59.2295976632,265.906478011,27.4733176374,15.5948183509,30.3054881677,53.5307521723,15.4480930394,8.2842327558,19.7261770592,-8.5384519156,3.39726939834,regme,1,GPS 24,143,57.9651358439,4.51702982158,144,670
124,9,1.0,1,22,124,9,2.0,2,3,"'cxecqvec', 'cxectnec'","'qvec', 'cxec', 'tnec'",5340,2014,1.35964655072,5.64210425843,69.6664783735,489.24312354,58.2342520348,13.6921985433,46.6720864091,38.264566768,13.8860371894,4.07766235221,0.0074384340321,4.31215671138,3.53532865112,regme,1,GPS 27,143,68.5189211431,4.63443974533,144,670
125,9,1.0,1,22,125,9,2.0,2,4,"'epecibec', 'ececqvec'","'qvec', 'ecec', 'ibec', 'epec'",6960,2014,1.43874110858,8.61354928601,69.1196181027,577.160123,58.2342520348,13.9245526645,45.8994782867,56.327901556,14.3516780062,6.09347943098,0.00602863349367,4.31215671138,4.17060014809,regme,1,GPS 27,143,88.4661401211,5.15390659633,144,670
126,9,0.0,1,22,126,2,3.0,2,2,'mhecnjec',"'njec', 'mhec'",11850,2014,4.76001702666,6.52080763432,62.0190364251,457.87176636,25.9254627012,2.97464436896,27.061373179,81.84350047,3.24886470867,5.09442609215,0.736442921376,-30.1046207795,5.36811050307,regme,1,GPS 28,143,106.518130382,6.48199188555,144,670
