,A_index,C_flare,K_index,N_PAIRS,N_STATIONS,kurtosis_delay,kurtosis_grad,max_elevation,max_grad,max_phase_delay,mean_code_delay,mean_elevation,mean_grad,mean_phase_delay,min_elevation,min_grad,min_phase_delay,mse,new_regions,radio_flux,std_grad,std_phase,sunsplot_number,sunspot_area,bucket_grad,bucket_grad_mean,k_index_bucket,elev_min_bucket,elev_mean_bucket,elev_max_bucket,grad_elev,BIN_LABEL,LABEL,prn,network,STATIONS,PAIRS,ID,YEAR,DAY,TIME
144,6,0,3,3,3,8.69099167052,14.6618986155,62.0475052439,519.450665588,44.1134314908,1.92998027103,37.5148529831,18.3874566444,1.72898367652,3.30768816389,0.000833397808745,-13.9292808099,2.05222016838,0,136,55.8695744275,4.35520385304,121,560,4,1,2,0,2,3,42,0.0,3.0,GPS 13,regme,"'erec', 'maec', 'alec'","'maecerec', 'maecalec', 'erecalec'",144,2014,23,12870
145,6,0,2,2,3,11.320912986,17.9227420524,63.7018964134,811.122895367,14.1259388597,1.48699899722,36.7817593611,47.9092956004,0.771006745522,9.3902323557,0.00390069210437,-50.0867757338,6.34195341875,0,136,145.014728065,6.38623783036,121,560,4,1,2,0,2,3,42,0.0,3.0,GPS 13,regme,"'clec', 'ljec', 'pdec'","'pdecljec', 'clecljec'",145,2014,23,33810
146,6,0,2,2,3,6.71933645903,6.11811014127,63.5915314398,992.329530717,30.4694533001,3.06130505978,30.803665018,103.463099293,3.3421544546,3.5654349192,0.00828864490012,-49.5102041037,8.70406353755,0,136,179.584224184,8.76234968611,121,560,4,2,2,0,2,3,42,0.0,3.0,GPS 13,regme,"'njec', 'gyec', 'mhec'","'mhecnjec', 'njecgyec'",146,2014,23,36690
147,6,0,2,3,4,5.37328247528,5.54537421827,61.6050998595,635.532190534,51.6423689788,2.49564963273,29.1787998349,65.3710387314,1.69649713877,4.66074846335,0.00158646476216,-31.2491321671,6.44172978838,0,136,128.051653884,9.06908085863,121,560,4,2,2,0,1,3,41,0.0,3.0,GPS 13,regme,"'quem', 'cxec', 'tnec', 'epec'","'cxecquem', 'epeccxec', 'cxectnec'",147,2014,23,41010
148,6,0,6,3,6,-0.107781294356,1.75803144736,35.2039604554,485.129685716,42.4161827712,8.51247028923,26.140538485,91.7359658312,7.02249673359,8.74140462611,0.00586783688238,-27.0432373694,6.46785127364,0,136,112.280517939,8.48822316612,121,560,3,2,3,0,1,2,31,0.0,3.0,GPS 14,regme,"'ecec', 'cxec', 'ibec', 'epec', 'qvec', 'tnec'","'epecibec', 'ececqvec', 'cxectnec'",148,2014,23,3210
149,6,0,6,4,5,-0.419648707855,7.09828260386,34.5540334963,446.069525191,21.8042871221,8.20597689964,26.9051831002,28.4445695768,8.14952745752,8.88598426642,0.0219493783466,-11.9309991954,2.36178941726,0,136,56.2390683256,5.42400017383,121,560,3,1,3,0,1,2,31,0.0,3.0,GPS 14,regme,"'erec', 'qvec', 'quem', 'cxec', 'epec'","'cxecquem', 'cxecqvec', 'cxecerec', 'epeccxec'",149,2014,23,5820
150,6,0,6,2,3,0.365696860707,7.15095774079,35.028101222,1712.37218234,28.1644397445,8.64034321715,26.9907007668,189.04404203,6.11856205131,8.74140462611,0.876524709951,-27.0432373694,7.4925793515,0,136,257.6236454,8.46795920458,121,560,5,2,3,0,1,2,51,0.0,3.0,GPS 14,regme,"'quem', 'ibec', 'epec'","'epecibec', 'epecquem'",150,2014,23,7770
151,6,0,2,2,3,3.85198199965,8.0396797688,47.247475734,364.219056639,30.666698112,7.9837273372,22.1356868143,45.9385179532,8.15410998326,1.3756597595,0.0242059871708,1.33013498187,4.12144931103,0,136,80.3824329654,4.55484824537,121,560,3,1,2,0,1,2,31,0.0,3.0,GPS 15,regme,"'njec', 'clec', 'mhec'","'mhecnjec', 'clecmhec'",151,2014,23,41760
152,6,0,6,9,11,-0.395874177073,10.5144731231,72.666600945,586.423657234,51.672460263,11.4262677076,45.0340783798,53.1186824116,11.7832682537,3.96168970067,0.00825072459953,-31.2858222603,3.3338165325,0,136,66.5093786693,5.51957995885,121,560,4,2,3,0,2,3,42,0.0,3.0,GPS 16,regme,"'cxec', 'njec', 'quem', 'ljec', 'pdec', 'epec', 'erec', 'clec', 'gzec', 'tnec', 'mhec'","'cxecquem', 'cxecerec', 'cxectnec', 'mhecnjec', 'clecmhec', 'clecljec', 'epecquem', 'ljecgzec', 'pdecljec'",152,2014,23,5910
153,6,0,6,5,6,1.0093134522,2.51892650772,72.6700148459,402.611594493,51.672460263,10.7547192397,47.9828229202,55.1486832703,11.5664299402,4.6456091698,0.0112565140138,-13.4698426129,4.20234678572,0,136,92.7661438589,5.60451532227,121,560,3,2,3,0,2,3,32,0.0,3.0,GPS 16,regme,"'gyec', 'njec', 'ljec', 'pdec', 'clec', 'mhec'","'njecgyec', 'clecmhec', 'pdecljec', 'clecljec'",153,2014,23,8580
154,6,0,3,2,3,-0.916908158704,12.5100314712,72.2178176043,201.651234508,22.7681778125,11.7893227116,38.9695369215,15.9965922579,11.7290307214,5.52173155328,0.04314278463,0.260217314468,1.48258682483,0,136,39.3936832752,3.91001820114,121,560,3,1,2,0,2,3,32,0.0,3.0,GPS 16,regme,"'qvec', 'cxec', 'epec'","'cxecqvec', 'epeccxec'",154,2014,23,14130
155,6,0,1,2,3,0.118874271319,8.08382444718,55.1952139239,113.329872345,20.8255807333,9.53192389088,28.3851828257,22.6637724622,9.49400908408,5.00795846088,7.27660575175,5.1730775078,1.61431844358,0,136,23.6248639404,3.23015858354,121,560,2,1,1,0,1,2,21,0.0,3.0,GPS 18,regme,"'erec', 'cxec', 'qvec'","'cxecqvec', 'cxecerec'",155,2014,23,53580
156,6,0,1,2,3,-0.064847027023,6.78094473731,56.1781317607,125.61580509,20.8255807333,9.32534869745,28.2113047854,19.6581464851,9.31927912775,3.6569463295,0.363442149904,5.1730775078,1.66603534425,0,136,28.5095030524,3.37294594396,121,560,2,1,1,0,1,2,21,0.0,3.0,GPS 18,regme,"'cxec', 'tnec', 'epec'","'epeccxec', 'cxectnec'",156,2014,23,54210
157,6,0,2,2,4,2.2726080152,60.2481237072,37.1203120501,346.203760537,30.6546667159,3.49620687354,28.4623731141,49.6532005318,3.4681637454,3.31095716979,0.0370062006993,-3.75465018363,3.23080891226,0,136,46.9673787532,4.8550834861,121,560,3,1,2,0,1,2,31,0.0,3.0,GPS 20,regme,"'njec', 'ljec', 'gzec', 'mhec'","'mhecnjec', 'ljecgzec'",159,2014,23,34890
158,6,0,2,2,3,0.211109010129,23.3453617929,88.0651863261,60.531025908,21.984603637,10.0755303629,46.724329656,6.29684435279,10.0609874986,9.75311712674,0.00238381860868,6.09506898965,0.596379191524,0,136,9.33696957175,3.43187604895,121,560,2,1,2,0,2,3,22,0.0,3.0,GPS 21,regme,"'njec', 'clec', 'mhec'","'mhecnjec', 'clecmhec'",160,2014,23,80460
161,6,0,2,4,5,6.31766827135,26.5533878458,68.6075251616,585.041491177,47.021860361,5.04986526945,23.012339225,33.3508037525,5.49890318528,1.8853617518,0.755173070618,-28.6452732191,3.77571179506,0,136,89.1053431791,5.24456955823,121,560,4,1,2,0,1,3,41,0.0,3.0,GPS 26,regme,"'njec', 'clec', 'coec', 'ibec', 'mhec'","'ibeccoec', 'mhecnjec', 'clecmhec'",163,2014,23,28500
162,6,0,2,3,4,20.1647096885,104.587073249,67.8723444481,666.071050272,14.5640833309,4.87233656469,32.0398108582,13.2140093494,4.98764423962,4.10677331163,0.000464001953843,-34.4946229959,1.75115436985,0,136,54.2692008842,3.83971932549,121,560,4,1,2,0,2,3,42,0.0,3.0,GPS 26,regme,"'erec', 'qvec', 'cxec', 'epec'","'cxecqvec', 'cxecerec', 'epeccxec'",164,2014,23,31710
163,6,0,3,11,12,15.1308925275,20.7500694458,69.6652632145,735.85072331,62.8576112033,14.1505125454,52.0537164084,31.4218917326,14.1436996836,2.88295122703,0.00341190746501,-34.4024659885,3.6318464223,0,136,79.8114343418,4.68003554256,121,560,4,1,2,0,2,3,42,0.0,3.0,GPS 27,regme,"'gyec', 'cxec', 'njec', 'quem', 'ljec', 'pdec', 'epec', 'erec', 'qvec', 'clec', 'tnec', 'mhec'","'cxecquem', 'cxecerec', 'cxectnec', 'mhecnjec', 'clecmhec', 'njecgyec', 'epeccxec', 'clecljec', 'cxecqvec', 'pdecljec'",165,2014,23,11910
164,6,0,3,6,10,8.49606946481,57.1847947967,69.4979029418,395.399220214,38.3997484557,14.0987497784,52.95373734,20.5808659902,14.2059226954,3.05710191517,0.00341190746501,1.4484188393,1.00245177366,0,136,24.0120154581,2.28131276267,121,560,3,1,2,0,2,3,32,0.0,3.0,GPS 27,regme,"'maec', 'pdec', 'ljec', 'quem', 'ibec', 'epec', 'coec', 'clec', 'alec', 'mhec'","'epecquem', 'maecalec', 'clecmhec', 'clecljec', 'ibeccoec', 'pdecljec'",166,2014,23,13560
165,6,0,3,2,4,3.40685822651,20.0409746026,66.9134493692,996.590044514,44.8349861917,3.00855259981,29.6918836419,59.2330258582,2.22458700394,3.89583497298,0.00570817515885,-55.0586014036,6.27264153054,0,136,132.113944991,9.95297091662,121,560,4,2,2,0,1,3,41,0.0,3.0,GPS 28,regme,"'njec', 'mhec', 'ibec', 'epec'","'epecibec', 'mhecnjec'",167,2014,23,14070
166,6,0,3,2,4,2.88742221525,11.3825951203,65.1781857619,1267.36913538,37.0536471891,2.01084917535,33.8945824984,49.1217833486,1.31303497853,4.30583802078,1.19771622807,-55.0586014036,4.89488867927,0,136,119.047211038,7.24946641754,121,560,5,1,2,0,2,3,52,0.0,3.0,GPS 28,regme,"'njec', 'clec', 'ljec', 'gyec'","'njecgyec', 'clecljec'",168,2014,23,15150
167,6,0,2,2,4,8.58894416651,34.8689653616,66.6840688276,805.8016842,26.0048215399,-0.0289816904711,35.9038625734,30.7199651565,-0.108207291618,4.89371973061,0.000649938144516,-55.9972737733,5.17633081557,0,136,97.0653147508,6.47725682553,121,560,4,1,2,0,2,3,42,0.0,3.0,GPS 28,regme,"'erec', 'maec', 'cxec', 'qvec'","'maecerec', 'cxecqvec'",169,2014,23,23160
168,6,0,3,11,14,4.97342554867,16.2691247138,86.2206723515,616.853491851,37.1514041575,10.1646270999,52.9666067474,32.9694781546,10.2496723517,3.63283101754,0.00138274208708,-39.5570372279,2.59906548129,0,136,48.2993676902,4.34518801914,121,560,4,1,2,0,2,3,42,0.0,3.0,GPS 3,regme,"'maec', 'ecec', 'cxec', 'quem', 'ljec', 'pdec', 'ibec', 'epec', 'erec', 'qvec', 'coec', 'clec', 'alec', 'mhec'","'erecalec', 'ibeccoec', 'cxecerec', 'maecerec', 'clecmhec', 'ececqvec', 'clecljec', 'cxecqvec', 'epecquem', 'pdecljec'",170,2014,23,13380
169,6,0,3,4,6,2.1451760669,11.8997504678,86.2206723515,442.828947029,23.0062344642,10.0875505511,53.5219465284,20.9082484439,10.2250116737,3.92531600476,0.00138274208708,-31.348046338,1.51581111377,0,136,30.7253343795,3.59182690206,121,560,3,1,2,0,2,3,32,0.0,3.0,GPS 3,regme,"'maec', 'quem', 'ibec', 'epec', 'erec', 'alec'","'quemibec', 'epecibec', 'maecerec', 'maecalec'",171,2014,23,14880
170,6,0,3,5,8,1.03308942945,12.436615893,85.8088423082,540.432009936,28.1902754553,10.3315528696,53.520102341,39.4218895216,10.2843287581,6.5273735226,0.0041964028927,-23.8894796326,3.01951678457,0,136,61.3755947953,4.65996955527,121,560,4,1,2,0,2,3,42,0.0,3.0,GPS 3,regme,"'gyec', 'njec', 'ljec', 'pdec', 'ibec', 'epec', 'clec', 'mhec'","'epecibec', 'mhecnjec', 'njecgyec', 'clecmhec', 'pdecljec'",172,2014,23,16980
171,6,0,3,2,3,-0.244631724421,12.7743855697,85.4812714063,80.8777518283,16.4885695079,10.50318156,52.6437390708,12.4963090735,10.4942404785,5.89294212301,0.0160802222724,4.30416702109,0.411371552701,0,136,9.94135201838,2.50150389771,121,560,2,1,2,0,2,3,22,0.0,3.0,GPS 3,regme,"'quem', 'cxec', 'epec'","'cxecquem', 'epeccxec'",173,2014,23,18960
172,6,0,6,6,6,3.45037273508,1.53407406997,18.4312013562,516.371233314,53.8096653823,5.33215612912,12.5772109772,99.0127116185,3.74199627183,4.30597186911,0.00273361618001,-16.3581834771,9.18350353735,0,136,130.397152607,10.2713111976,121,560,4,2,3,0,0,1,40,0.0,3.0,GPS 31,regme,"'maec', 'cxec', 'epec', 'erec', 'qvec', 'tnec'","'cxecqvec', 'maecerec', 'cxecerec', 'epeccxec', 'cxectnec'",174,2014,23,9840
173,6,0,3,2,4,0.858633939169,3.65040067235,19.2087244461,703.944445449,60.6151538191,7.33959402421,13.326164852,51.3835198782,8.49121623439,2.81495272714,0.0987307724112,-5.09981748974,4.34799756863,0,136,95.1802210174,6.52836059214,121,560,4,2,2,0,0,1,40,0.0,3.0,GPS 31,regme,"'qvec', 'ecec', 'ibec', 'epec'","'epecibec', 'ececqvec'",175,2014,23,11520
176,6,0,3,2,3,0.820392509996,3.94588400554,61.9417911822,687.90903215,49.7977819845,7.72794528573,31.1883440882,63.6983852901,7.51438023145,3.59545677659,0.00278476204208,-19.2339569516,4.2248661031,0,136,107.174399865,5.76535597108,121,560,4,2,2,0,2,3,42,0.0,3.0,GPS 32,regme,"'njec', 'gyec', 'mhec'","'mhecnjec', 'njecgyec'",178,2014,23,13950
177,6,0,3,2,3,8.54897293231,23.1475638371,60.063644156,576.444374335,47.9570608936,6.93824668858,32.7163405109,58.6378482925,6.44207103402,6.26386615591,0.76367405791,-0.796967434877,5.22429786009,0,136,89.437551823,6.44844619821,121,560,4,2,2,0,2,3,42,0.0,3.0,GPS 32,regme,"'erec', 'cxec', 'epec'","'cxecerec', 'epeccxec'",179,2014,23,21300
178,6,0,2,3,4,3.96187498342,21.2073937907,61.0049779809,470.308905535,47.9570608936,7.06257532137,32.2758176776,36.5870289173,6.77882576034,4.94678361023,0.00221953367664,0.0578938637704,2.8997515686,0,136,53.006670112,5.04797464184,121,560,3,1,2,0,2,3,32,0.0,3.0,GPS 32,regme,"'qvec', 'ecec', 'cxec', 'tnec'","'cxecqvec', 'ececqvec', 'cxectnec'",180,2014,23,21720
179,6,0,2,2,3,19.5628648701,49.2083450495,69.0372247617,410.861460401,33.8256272618,2.50541686974,42.8434021491,33.4610987013,2.04380030588,2.41522973843,1.57818094346,-15.1631232807,3.62183304318,0,136,85.5387748208,4.31538436123,121,560,3,1,2,0,2,3,32,0.0,3.0,GPS 5,regme,"'njec', 'clec', 'mhec'","'mhecnjec', 'clecmhec'",181,2014,23,32790
180,6,0,3,4,6,7.55777797983,22.3373761392,66.4761160321,880.479812594,76.2311385981,11.6008055636,50.3039057755,37.9301583157,11.4698192992,3.90535967505,0.0285397931262,5.3757500211,2.94880430763,0,136,71.432239311,3.76168600135,121,560,4,1,2,0,2,3,42,0.0,3.0,GPS 6,regme,"'cxec', 'ljec', 'epec', 'erec', 'clec', 'mhec'","'cxecerec', 'clecmhec', 'epeccxec', 'clecljec'",183,2014,23,12300
181,6,0,3,8,7,7.38351753317,16.428173267,67.3934036603,802.032757161,76.2311385981,12.5563320086,46.9790542268,56.545078664,12.4741598424,2.12058471084,0.0285397931262,5.3757500211,3.05898750198,0,136,84.8115591632,4.24851393003,121,560,4,2,2,0,2,3,42,0.0,3.0,GPS 6,regme,"'maec', 'cxec', 'quem', 'epec', 'erec', 'tnec', 'alec'","'cxecquem', 'cxecerec', 'cxectnec', 'maecerec', 'epecquem', 'erecalec'",184,2014,23,12780
182,6,0,1,2,4,-0.34182270848,12.6057320717,44.8627570718,406.228292095,36.8338417653,22.5405028617,19.3325091034,53.7994099392,22.8516143017,3.02094471888,0.707437462857,7.88148659956,2.60564313815,0,136,44.8829926019,6.54042437487,121,560,3,2,1,0,1,2,31,0.0,3.0,GPS 6,regme,"'njec', 'qvec', 'ecec', 'gyec'","'njecgyec', 'ececqvec'",185,2014,23,69150
183,6,0,1,2,2,-1.00688175423,13.794569591,42.4202812955,73.2390152339,35.9680153683,22.516296524,16.0796493699,10.6023288073,22.495932942,4.27465000291,3.17701103959,12.9869887444,0.685288370521,0,136,14.2136647345,5.76888120235,121,560,2,1,1,0,1,2,21,0.0,3.0,GPS 6,regme,"'ibec', 'epec'",'epecibec',186,2014,23,72780
184,6,0,3,5,7,1.5776158296,35.975262308,89.5532609627,119.290595677,18.9407695041,0.881167259829,44.3407554947,6.94187288675,0.828258643107,1.99165991978,0.0144465714632,-2.02745323717,0.517130385787,0,136,10.5174277726,3.45695381357,121,560,2,1,2,0,2,3,22,0.0,3.0,GPS 7,regme,"'cxec', 'ljec', 'pdec', 'epec', 'qvec', 'clec', 'tnec'","'cxectnec', 'cxecqvec', 'pdecljec', 'epeccxec', 'clecljec'",187,2014,23,16140
185,6,0,2,2,3,2.8964349848,5.26285623349,72.9260577147,296.615712102,26.7992902405,4.21002810548,38.1264925748,31.7593973648,4.89071229914,2.94745401775,0.000432292895004,1.48125028633,3.42229406956,0,136,73.3119904211,5.01793794659,121,560,3,1,2,0,2,3,32,0.0,3.0,GPS 9,regme,"'njec', 'clec', 'mhec'","'mhecnjec', 'clecmhec'",188,2014,23,23310
186,6,0,1,2,4,4.03748613823,16.7293671834,71.9623308052,172.918873902,33.9517543744,3.1883640991,34.9832705829,44.0450638719,3.29631592123,3.27834282624,0.0137893086311,-0.589256574042,0.916110856401,0,136,19.2470345515,4.96048575599,121,560,2,1,1,0,2,3,22,0.0,3.0,GPS 9,regme,"'quem', 'qvec', 'ecec', 'epec'","'epecquem', 'ececqvec'",189,2014,23,46320
187,5,1,5,6,5,11.1666548209,8.3740078226,66.228132012,947.796530498,83.6159992341,12.9131746545,34.2726187885,62.0772487642,12.5163149681,4.17315005574,0.0029290911346,-13.6377920896,7.50635381493,0,136,177.459095672,9.58960438369,150,680,4,2,3,0,2,3,42,0.0,3.0,GPS 1,regme,"'erec', 'qvec', 'cxec', 'tnec', 'epec'","'cxecqvec', 'cxecerec', 'epeccxec', 'cxectnec'",190,2014,24,6510
188,5,1,5,2,3,9.8189388041,15.6881862844,71.900919835,755.483647937,64.5296167678,2.20236921934,37.3098805379,53.3972948327,2.32810176174,5.38210560395,0.00137778595846,-8.48825187979,5.8743881175,0,136,136.200994268,8.41465231895,150,680,4,2,3,0,2,3,42,0.0,3.0,GPS 11,regme,"'qvec', 'cxec', 'tnec'","'cxecqvec', 'cxectnec'",191,2014,24,810
189,5,1,1,2,3,-1.15288186764,-1.53262035104,8.18952956637,289.279193555,46.7375905141,19.2907529971,6.65806860371,104.65712274,23.0155887245,4.90202335625,2.91109756472,15.2427517707,7.33073505676,0,136,122.662444367,7.85540135585,150,680,3,2,1,0,0,0,30,0.0,3.0,GPS 11,regme,"'qvec', 'ecec', 'cxec'","'cxecqvec', 'ececqvec'",192,2014,24,84060
190,5,1,5,5,7,4.37624773426,26.1230111253,62.0550993695,586.30386455,20.3821910386,1.88544225412,36.1322398598,36.3359869677,1.54313812185,2.56270205693,0.0722748602234,-40.3793735414,2.5758310404,0,136,66.0905959835,4.92393077319,150,680,4,1,3,0,2,3,42,0.0,3.0,GPS 13,regme,"'maec', 'cxec', 'quem', 'ibec', 'erec', 'coec', 'alec'","'cxecquem', 'ibeccoec', 'maecalec', 'erecalec', 'quemibec'",193,2014,24,9720
192,5,1,5,3,4,6.44236395698,9.65339349847,71.0818159428,368.2989415,27.6335209015,7.97756521215,45.4956822212,103.389476352,7.574898844,9.23812688673,0.0385108628409,-11.3933278756,2.55806885148,0,136,49.0757208152,3.15217243842,150,680,3,2,3,0,2,3,32,0.0,3.0,GPS 16,regme,"'erec', 'quem', 'cxec', 'epec'","'cxecquem', 'epecquem', 'cxecerec'",195,2014,24,9030
193,5,1,3,2,4,4.60329728057,13.6197255051,72.6339826144,446.324508236,39.2374205385,7.71588083914,44.8288750661,41.4926236898,7.75038620911,2.57284892506,0.144574388292,2.09904154648,2.25259175234,0,136,50.9444166697,3.36569965402,150,680,3,1,2,0,2,3,32,0.0,3.0,GPS 16,regme,"'njec', 'qvec', 'ecec', 'mhec'","'mhecnjec', 'ececqvec'",196,2014,24,14220
194,5,1,1,2,3,-0.566170214848,-1.84226174849,53.6581875991,131.393988761,24.6771340609,12.9181352186,27.5554675059,51.1087957597,12.7310876593,9.64148378233,0.0524823007249,7.79197351072,2.56680979699,0,136,49.8400580088,3.35830499756,150,680,2,2,1,0,1,2,21,0.0,3.0,GPS 18,regme,"'njec', 'clec', 'mhec'","'mhecnjec', 'clecmhec'",197,2014,24,71010
197,5,1,1,2,3,9.23886254762,18.7807408219,88.0948721894,1171.43630878,105.538883181,12.2763372861,45.3061737666,88.480880142,12.0191646843,7.3167137583,25.1993941787,-8.98810694214,8.1670386952,0,136,198.720909168,11.1049222261,150,680,5,2,1,0,2,3,52,0.0,3.0,GPS 21,regme,"'njec', 'clec', 'mhec'","'mhecnjec', 'clecmhec'",201,2014,24,80310
198,5,1,1,2,4,2.84663157492,30.1449314446,73.0260386155,183.047220923,19.7358583239,4.61470522501,37.5112300452,8.43746593493,4.65399579976,1.15600351643,0.00179323919699,0.717593358637,0.780886372807,0,136,18.8296467269,2.74455854499,150,680,2,1,1,0,2,3,22,0.0,3.0,GPS 22,regme,"'njec', 'qvec', 'ecec', 'gyec'","'njecgyec', 'ececqvec'",202,2014,24,61740
201,5,1,2,2,4,1.14226891892,32.3789577319,68.6108764238,332.263815354,24.6398373639,6.57495380661,33.2216077907,23.0813783061,6.71171904385,3.01962282352,1.5309302051,0.724706359372,1.35356200718,0,136,30.418690272,3.0820363925,150,680,3,1,2,0,2,3,32,0.0,3.0,GPS 26,regme,"'njec', 'coec', 'gyec', 'ibec'","'ibeccoec', 'njecgyec'",205,2014,24,28650
202,5,1,1,2,3,0.575946988346,2.0126596117,68.7653204281,156.310982303,12.2500019958,5.24090477934,32.9674529248,23.2861626391,4.96544260409,4.74123653391,0.00272076388289,-9.82658531099,2.32363710904,0,136,43.6554022043,3.8993954472,150,680,2,1,1,0,2,3,22,0.0,3.0,GPS 26,regme,"'erec', 'cxec', 'tnec'","'cxecerec', 'cxectnec'",206,2014,24,35850
203,5,1,1,3,3,0.52447843313,2.74109781273,67.8759766839,182.061865966,12.3074279912,5.36603273808,32.1284793658,25.3666658077,5.1570244262,4.85222911266,0.00758991770703,-9.82658531099,2.41389700621,0,136,47.0697739371,3.99867758454,150,680,2,1,1,0,2,3,22,0.0,3.0,GPS 26,regme,"'qvec', 'cxec', 'epec'","'cxecqvec', 'epeccxec'",207,2014,24,36540
204,5,1,1,2,2,7.98735542281,20.5871871147,66.5103777953,642.371670753,17.9348811926,12.206004278,36.857096946,79.6743016939,11.6248860475,2.04234431776,53.1379237692,-31.1679675794,3.28047183269,0,136,114.290168239,5.36041782258,150,680,4,2,1,0,2,3,42,0.0,3.0,GPS 26,regme,"'njec', 'mhec'",'mhecnjec',208,2014,24,58200
205,5,1,3,2,4,4.33239844661,60.3162262662,69.496195419,590.663716524,44.5974572787,12.9947515374,48.2595239569,27.3155595337,13.0650948113,3.19036210416,0.023179881519,7.00684553745,0.928274281869,0,136,28.0601057024,2.81320733436,150,680,4,1,2,0,2,3,42,0.0,3.0,GPS 27,regme,"'coec', 'clec', 'ljec', 'ibec'","'ibeccoec', 'clecljec'",209,2014,24,13650
206,5,1,3,2,4,1.61707231416,4.72097850953,64.7314821767,451.428964702,22.2833849504,3.80965389438,19.061028525,73.7395319588,4.39985047472,5.1247479811,8.17811498743,-17.8118662282,4.61017790195,0,136,84.3166553998,5.69043736703,150,680,3,2,2,0,1,3,31,0.0,3.0,GPS 28,regme,"'njec', 'clec', 'gyec', 'mhec'","'njecgyec', 'clecmhec'",210,2014,24,15630
207,5,1,3,2,4,6.75906627231,31.3628772894,65.1446287529,1274.25630037,44.9458157264,5.34117961876,18.001879133,66.8527432517,4.52040212257,4.17632197998,0.0419820769059,-83.667551016,5.46281879412,0,136,144.701418033,9.46293943016,150,680,5,2,2,0,1,3,51,0.0,3.0,GPS 28,regme,"'njec', 'qvec', 'ecec', 'mhec'","'mhecnjec', 'ececqvec'",211,2014,24,17910
208,5,1,3,4,5,11.0406478268,11.9558813786,67.1763674853,475.790308317,35.4495065626,0.124330102029,36.8389130968,28.0358601538,-0.284555378176,6.01947574839,0.00983991700408,-16.7147067977,3.34174818046,0,136,81.8161222177,5.43105653103,150,680,3,1,2,0,2,3,32,0.0,3.0,GPS 28,regme,"'erec', 'qvec', 'cxec', 'tnec', 'epec'","'cxecqvec', 'cxecerec', 'epeccxec', 'cxectnec'",212,2014,24,20190
209,5,1,5,2,3,0.610222898827,10.1890662829,17.8952313624,694.53954725,43.1836769252,14.910496252,13.2866898001,272.179551682,15.9413939931,5.82448691307,11.8066681833,1.0712509939,2.55735626728,0,136,136.948033457,4.32314476167,150,680,4,3,3,0,0,1,40,0.0,3.0,GPS 31,regme,"'quem', 'cxec', 'epec'","'epecquem', 'epeccxec'",213,2014,24,6660
210,5,1,5,3,5,-0.273789749618,5.97140819347,17.6809368517,1109.14411816,54.0580733832,10.8102586726,11.8579069525,296.593141934,17.4711145475,3.35211359012,19.4180425331,-44.9548280147,16.9921977808,0,136,145.54184028,18.1741637504,150,680,5,3,3,0,0,1,50,0.0,3.0,GPS 31,regme,"'njec', 'qvec', 'ecec', 'gyec', 'mhec'","'mhecnjec', 'njecgyec', 'ececqvec'",214,2014,24,8340
211,5,1,2,5,6,4.65585478397,22.9756457197,61.0466618156,400.301596785,38.6207112001,6.26907757966,31.9007673774,22.4868454132,6.15759461555,4.70505505369,0.00483128475518,-10.2777764394,2.19185859658,0,136,51.6056027843,4.0529989479,150,680,3,1,2,0,2,3,32,0.0,3.0,GPS 32,regme,"'ecec', 'cxec', 'epec', 'erec', 'qvec', 'tnec'","'cxecqvec', 'cxecerec', 'ececqvec', 'epeccxec', 'cxectnec'",215,2014,24,26400
212,5,1,1,4,5,4.17253331184,19.4928482903,68.671353883,497.546104156,36.4379106229,3.66716522439,35.4195530131,21.2190963565,4.20667755767,3.4165658661,3.60437844263e-05,-4.08179741448,3.84777203382,0,136,80.8947390563,6.07083465306,150,680,3,1,1,0,2,3,32,0.0,3.0,GPS 5,regme,"'erec', 'qvec', 'cxec', 'tnec', 'epec'","'cxecqvec', 'cxecerec', 'epeccxec', 'cxectnec'",216,2014,24,33450
214,5,1,3,3,5,0.402441760319,11.2078595272,67.2354948098,128.172932755,15.5826387714,9.7268384263,48.5534193279,13.9853246796,9.72279725327,2.09053226846,0.000515178113685,1.78302538501,0.835303682424,0,136,17.865933263,1.84683675074,150,680,2,1,2,0,2,3,22,0.0,3.0,GPS 6,regme,"'njec', 'erec', 'maec', 'gyec', 'alec'","'maecerec', 'njecgyec', 'maecalec'",218,2014,24,12210
215,5,1,1,2,3,-0.780742742369,15.489664064,44.527216991,189.529798515,33.2403689664,19.8881528271,20.7706853533,9.06187526615,19.8469902647,4.85279937376,0.00738069125641,13.1451445379,1.65198137892,0,136,24.527578948,4.61282350103,150,680,2,1,1,0,1,2,21,0.0,3.0,GPS 6,regme,"'qvec', 'cxec', 'epec'","'cxecqvec', 'epeccxec'",219,2014,24,71640
216,5,1,1,3,6,-0.983877964353,10.4507616676,46.2427233617,183.049967517,33.2403689664,20.5374845678,20.4237351195,33.8778260351,20.7048224878,3.65528257494,0.0138076568944,12.1846717767,1.79634134359,0,136,26.6456795119,5.3072112077,150,680,2,1,1,0,1,2,21,0.0,3.0,GPS 6,regme,"'gyec', 'cxec', 'njec', 'ibec', 'epec', 'tnec'","'epecibec', 'njecgyec', 'cxectnec'",220,2014,24,72720
