,A_index,C_flare,K_index,N_PAIRS,N_STATIONS,kurtosis_delay,kurtosis_grad,max_elevation,max_grad,max_phase_delay,mean_code_delay,mean_elevation,mean_grad,mean_phase_delay,min_elevation,min_grad,min_phase_delay,mse,new_regions,radio_flux,std_grad,std_phase,sunsplot_number,sunspot_area,bucket_grad,bucket_grad_mean,k_index_bucket,elev_min_bucket,elev_mean_bucket,elev_max_bucket,grad_elev,BIN_LABEL,LABEL,prn,network,STATIONS,PAIRS,ID,YEAR,DAY,TIME
314,6,1,6,2,4,-0.36807461655,7.68136078126,62.0515588441,119.636891647,19.2054619445,7.52095139465,28.6619255873,23.0025157094,7.53125211008,4.38339049571,0.0527011736077,-0.407751020387,0.495211855728,2,149,14.0609578383,4.21806687088,174,540,2,1,3,0,1,3,21,1.0,2.0,GPS 13,regme,"'quem', 'chec', 'tnec', 'cxec'","'checquem', 'cxectnec'",320,2014,65,9660
315,6,1,1,2,3,-0.356932333313,13.4392663552,61.7713564847,179.377910842,17.2747082852,9.17721898112,35.317013097,14.2173534798,9.1184723182,9.53549230993,0.00022564897557,-6.96351213288,0.838044807126,2,149,16.4827404185,3.79096370759,174,540,2,1,1,0,2,3,22,1.0,2.0,GPS 13,regme,"'epec', 'chec', 'ibec'","'checibec', 'ibecepec'",321,2014,65,11340
317,6,1,1,2,4,-1.16509825047,16.5196400628,37.0798691197,111.963447933,19.8691403372,5.45143818758,24.5947878154,13.5911415317,5.44954257367,1.65751636738,0.0185314186151,-1.33140932183,0.390910806406,2,149,13.3558180935,5.52050810241,174,540,2,1,1,0,1,2,21,1.0,1.0,GPS 17,regme,"'njec', 'clec', 'ljec', 'mhec'","'mhecnjec', 'clecljec'",323,2014,65,15780
318,6,1,1,6,7,-1.45011461727,20.5196840059,38.4879033309,338.799644203,15.900328697,4.7250886555,25.4567227305,11.6998877497,4.67837965518,4.26451311887,1.43229504219e-05,-5.76231048822,0.652788640632,2,149,16.2744689923,5.57673068849,174,540,3,1,1,0,1,2,31,1.0,2.0,GPS 17,regme,"'maec', 'njec', 'ljec', 'erec', 'cuec', 'gzec', 'alec'","'cuecalec', 'njeccuec', 'maecalec', 'cuecgzec', 'ljecgzec', 'erecalec'",324,2014,65,17460
322,6,1,6,8,11,2.14641602102,11.2006220637,84.9266867522,209.315885627,31.0349085563,8.67629488916,58.9434249437,24.9709959844,8.37304440891,4.27384054484,0.0427560714339,2.05825595369,1.592472015,2,149,31.318587109,4.13145703984,174,540,3,1,3,0,2,3,32,1.0,2.0,GPS 19,regme,"'gyec', 'ecec', 'cxec', 'njec', 'quem', 'erec', 'chec', 'qvec', 'clec', 'alec', 'mhec'","'cxecquem', 'cxecqvec', 'clecmhec', 'checquem', 'njecgyec', 'ececqvec', 'cxecerec', 'erecalec'",328,2014,65,8760
325,6,1,6,2,3,1.75016817917,11.6608048385,74.9111782291,1644.93181986,8.38156399816,1.75941099058,45.7924363989,164.566673758,1.80636746417,5.35222484414,0.0730066973437,-12.4112949575,1.90740118057,2,149,167.408096989,3.45330882133,174,540,5,2,3,0,2,3,52,1.0,2.0,GPS 23,regme,"'quem', 'chec', 'epec'","'checepec', 'quemepec'",334,2014,65,9150
335,6,1,1,7,9,-0.210172834887,10.0976304579,58.8633241469,73.2319046492,18.1236148314,4.37649919042,31.4626126819,9.3677949418,4.37575734955,5.10919713993,0.000850889983959,-0.124314950501,0.43172311624,2,149,10.0553289162,2.99584023425,174,540,2,1,1,0,2,2,22,1.0,1.0,GPS 4,regme,"'maec', 'gyec', 'cxec', 'njec', 'erec', 'cuec', 'qvec', 'alec', 'mhec'","'cuecalec', 'njeccuec', 'maecalec', 'mhecnjec', 'njecgyec', 'cxecqvec', 'erecalec'",344,2014,65,17940
336,6,1,1,2,3,-0.38767332218,2.47599752642,57.4015557072,74.1303812758,19.5624206995,5.53282310562,28.6364225306,33.8806336006,5.53002288102,5.9730968434,0.126697918936,-0.0405904966992,0.446370523248,2,149,10.7226131071,4.14636388516,174,540,2,1,1,0,1,2,21,1.0,1.0,GPS 4,regme,"'quem', 'chec', 'ibec'","'checquem', 'quemibec'",345,2014,65,19530
340,6,1,6,7,10,-0.502581252603,11.697917592,88.8012725643,335.072152354,25.3480730507,6.553075939,47.289083933,13.5798786078,6.60447860954,1.69342692877,0.00282401976736,-0.232802986004,0.89216642209,2,149,19.5296953741,5.73645774854,174,540,3,1,3,0,2,3,32,1.0,2.0,GPS 7,regme,"'gzec', 'maec', 'gyec', 'cxec', 'njec', 'erec', 'cuec', 'qvec', 'alec', 'mhec'","'mhecnjec', 'cxecerec', 'maecerec', 'cuecgzec', 'njecgyec', 'cxecqvec', 'erecalec'",349,2014,65,8160
341,6,1,6,15,14,-0.433690761987,10.4932754172,89.4128446512,552.517372482,24.9808055411,6.51484267983,48.5599470817,33.5252386234,6.54019760593,2.10570827845,0.000357314127678,-1.99040002014,0.911906056936,2,149,22.2891507798,5.46052335118,174,540,4,1,3,0,2,3,42,1.0,2.0,GPS 7,regme,"'maec', 'cxec', 'njec', 'ljec', 'quem', 'ibec', 'prec', 'epec', 'erec', 'cuec', 'chec', 'clec', 'tnec', 'alec'","'maecprec', 'cxecquem', 'cxecepec', 'cuecalec', 'njeccuec', 'maecalec', 'cxectnec', 'checibec', 'quemibec', 'precerec', 'checquem', 'checepec', 'prectnec', 'clecljec', 'quemepec'",350,2014,65,9150
342,6,1,1,2,3,-1.20220756121,9.14550398736,89.4128446512,74.0677532445,20.934629699,7.06402267149,45.9837663731,8.61137222605,7.05504358036,4.5850429994,0.00300670279664,-0.130842247436,0.364173142945,2,149,11.16938275,5.79745509849,174,540,2,1,1,0,2,3,22,1.0,2.0,GPS 7,regme,"'epec', 'chec', 'ibec'","'checepec', 'ibecepec'",351,2014,65,12720
348,4,2,1,7,11,2.01252353075,4.25687704531,66.325199318,126.824040592,28.7511722522,19.4975353287,41.7244697587,16.9077210746,19.4855327722,4.30272434455,0.0173615750386,12.8739147329,0.430505857901,0,148,12.4965164026,2.01597059557,161,740,2,1,1,0,2,3,22,1.0,2.0,GPS 1,regme,"'maec', 'cxec', 'njec', 'quem', 'prec', 'epec', 'erec', 'cuec', 'gzec', 'tnec', 'alec'","'cuecgzec', 'njeccuec', 'maecalec', 'cxectnec', 'maecerec', 'precerec', 'quemepec'",358,2014,66,11250
349,4,2,1,4,5,1.78540371763,13.7563145711,65.6965680337,111.584498349,28.8638596023,19.9396310747,41.8680435651,11.575312141,19.8936830116,2.01122759344,5.08015813389e-05,14.1357771172,0.566433143707,0,148,13.51326348,2.29452841319,161,740,2,1,1,0,2,3,22,1.0,2.0,GPS 1,regme,"'njec', 'gyec', 'gzec', 'cuec', 'mhec'","'cuecgzec', 'mhecnjec', 'njecgyec'",359,2014,66,14970
350,4,2,1,5,7,2.78039359723,12.5409868576,66.325199318,169.199546668,29.2391707203,19.4368904836,40.8135356358,23.0273427639,19.4008926926,2.64545057655,0.0351815684423,7.12272340381,0.971284685978,0,148,24.6909215345,2.46201690102,161,740,2,1,1,0,2,3,22,1.0,1.0,GPS 1,regme,"'njec', 'quem', 'ibec', 'epec', 'cuec', 'chec', 'tnec'","'checibec', 'checquem', 'checepec', 'njeccuec', 'chectnec'",360,2014,66,16440
355,4,2,4,2,3,1.29537574641,16.1455646592,62.064121363,374.886394486,13.5273118629,5.47870519191,28.1131186057,32.6459503711,5.2541248512,5.4602365489,0.0118563227645,-19.656361248,2.41782083119,0,148,48.7929326547,5.56490034421,161,740,3,1,3,0,1,3,31,1.0,2.0,GPS 13,regme,"'cxec', 'tnec', 'epec'","'cxecepec', 'cxectnec'",367,2014,66,6270
356,4,2,4,8,9,-0.588613692384,10.0415802761,62.5081178606,891.545082416,28.2752144674,6.57738538408,30.7540580755,50.1267602264,6.42157941769,2.76419116903,0.000275285735076,-19.656361248,1.84758469643,0,148,55.052491917,5.01672031951,161,740,4,2,3,0,2,3,42,1.0,2.0,GPS 13,regme,"'maec', 'cxec', 'quem', 'ibec', 'prec', 'epec', 'erec', 'tnec', 'alec'","'maecprec', 'cxecquem', 'maecerec', 'precerec', 'prectnec', 'ibecepec', 'quemepec', 'erecalec'",368,2014,66,9660
357,4,2,1,13,15,0.280165725636,10.3763860494,64.0544359465,632.034620984,52.6072205311,6.80907665579,32.3855700481,34.6294959986,6.92597442878,3.23523528909,0.000392076881845,-39.9816002742,2.50668141803,0,148,44.0731133381,5.44579030412,161,740,4,1,1,0,2,3,42,1.0,2.0,GPS 13,regme,"'gzec', 'maec', 'gyec', 'cxec', 'njec', 'ljec', 'quem', 'ibec', 'epec', 'erec', 'cuec', 'chec', 'alec', 'tnec', 'mhec'","'cuecgzec', 'cxecerec', 'maecalec', 'checibec', 'quemibec', 'mhecnjec', 'checquem', 'checepec', 'cuecalec', 'njecgyec', 'chectnec', 'ljecgzec'",371,2014,66,15240
359,4,2,4,9,12,-0.452003059929,3.57360295976,31.1645765004,394.654868565,35.2394622526,12.1715923283,22.6543768123,46.3207047299,12.2886486154,3.89773691207,0.00120827838596,1.04970346387,3.16403229001,0,148,51.5727630682,4.96606760067,161,740,3,1,3,0,1,2,31,1.0,2.0,GPS 17,regme,"'maec', 'ecec', 'cxec', 'njec', 'prec', 'epec', 'erec', 'cuec', 'chec', 'qvec', 'tnec', 'alec'","'maecprec', 'cuecalec', 'njeccuec', 'maecalec', 'cxectnec', 'precerec', 'checepec', 'prectnec', 'ececqvec'",373,2014,66,9150
361,4,2,4,6,10,0.987153854967,9.53474987723,84.293519306,288.330499694,34.2199824477,8.35381391059,51.0106452675,20.6932905564,8.27381374812,3.63295182337,0.00864318913701,-13.6947964321,1.47497660727,0,148,38.9342278343,4.19904155049,161,740,3,1,3,0,2,3,32,1.0,2.0,GPS 19,regme,"'gyec', 'cxec', 'njec', 'ljec', 'quem', 'epec', 'erec', 'cuec', 'alec', 'gzec'","'cuecgzec', 'cxecerec', 'cuecalec', 'njecgyec', 'quemepec', 'ljecgzec'",376,2014,66,7860
362,4,2,4,2,3,-1.36431617903,13.1326102336,83.9269323203,61.6875608691,15.1970798533,8.31266149982,47.7905810466,11.9473207741,8.28396951159,5.14184901298,0.000914547636834,3.3514955195,0.492257725195,0,148,8.34056509953,2.61423548348,161,740,2,1,3,0,2,3,22,1.0,2.0,GPS 19,regme,"'qvec', 'ecec', 'cxec'","'cxecqvec', 'ececqvec'",377,2014,66,9450
363,4,2,4,9,13,8.18277050216,23.1836403386,35.4560136831,876.5198048,61.4802944108,8.28086036085,27.8403451708,27.9288118427,8.53416648105,6.55360936385,0.00127669105053,-78.302880667,3.2596021354,0,148,69.0925517841,6.0121248215,161,740,4,1,3,0,1,2,41,1.0,2.0,GPS 20,regme,"'gyec', 'maec', 'ecec', 'cxec', 'njec', 'quem', 'ibec', 'prec', 'erec', 'cuec', 'qvec', 'gzec', 'alec'","'cuecgzec', 'cxecqvec', 'quemibec', 'maecerec', 'precerec', 'cuecalec', 'njecgyec', 'ececqvec', 'erecalec'",378,2014,66,6330
364,4,2,1,12,13,5.52808211021,31.0257019389,35.4560136831,997.916271717,47.883639471,8.33650967852,27.5288696838,35.3651594288,8.40648094077,4.26805016913,0.00127669105053,-63.3827839242,2.32917799395,0,148,58.3147485664,5.57189392416,161,740,4,1,1,0,1,2,41,1.0,2.0,GPS 20,regme,"'maec', 'gyec', 'cxec', 'njec', 'quem', 'ibec', 'prec', 'epec', 'erec', 'cuec', 'chec', 'tnec', 'alec'","'cxecquem', 'cxecepec', 'cxecerec', 'maecalec', 'cxectnec', 'prectnec', 'checepec', 'njecgyec', 'njeccuec', 'ibecepec', 'quemepec', 'erecalec'",379,2014,66,11910
368,4,2,4,4,6,9.68699173321,24.8165634562,76.3129694724,2424.48064828,26.1040869074,4.41274907076,45.4839613391,69.9342704829,4.39986427049,2.51424128484,0.0275241248613,-3.43309687536,2.01702591811,0,148,124.516553182,2.38122593711,161,740,5,2,3,0,2,3,52,1.0,2.0,GPS 23,regme,"'ecec', 'quem', 'ibec', 'epec', 'chec', 'qvec'","'checepec', 'quemepec', 'ececqvec', 'ibecepec'",383,2014,66,6900
369,4,2,4,9,14,6.23752425592,15.1605223259,77.2919935468,1264.11897577,79.7808110337,3.32501121893,48.5472410892,41.3672169017,3.55151756707,3.03545522813,0.00551905968129,-32.7146290728,3.62353994639,0,148,86.5663342024,4.17805337715,161,740,5,1,3,0,2,3,52,1.0,1.0,GPS 23,regme,"'maec', 'gyec', 'cxec', 'njec', 'quem', 'ibec', 'prec', 'epec', 'erec', 'cuec', 'chec', 'alec', 'tnec', 'mhec'","'njeccuec', 'maecalec', 'cxectnec', 'quemibec', 'mhecnjec', 'precerec', 'checquem', 'njecgyec', 'ibecepec'",384,2014,66,9960
370,4,2,1,4,7,4.49372951243,22.4290740058,75.6833795801,400.610886224,26.1040869074,3.71328734402,46.8746847485,18.7637131817,3.69966806812,3.78367045993,0.00611853680885,-3.61820826938,0.869038225211,0,148,18.1326772422,1.6959408819,161,740,3,1,1,0,2,3,32,1.0,1.0,GPS 23,regme,"'cxec', 'ibec', 'epec', 'erec', 'chec', 'tnec', 'alec'","'checibec', 'cxecepec', 'erecalec', 'chectnec'",385,2014,66,12270
389,4,2,1,5,6,-0.212332402151,3.96993438747,88.1597081692,454.4294808,34.2268612922,7.28544606021,46.354410407,22.0115872491,7.283999608,1.0736717905,0.00168527632007,-1.61377416946,1.33885263291,0,148,32.7679681821,6.0823648173,161,740,3,1,1,0,2,3,32,1.0,1.0,GPS 7,regme,"'gyec', 'njec', 'erec', 'cuec', 'mhec', 'alec'","'njeccuec', 'mhecnjec', 'njecgyec', 'erecalec', 'cuecalec'",405,2014,66,12210
390,4,2,1,2,4,-0.362124355033,3.36323233323,89.0625319847,287.702080481,17.9913183851,5.739643911,46.0687705618,38.5628346753,5.73893123204,3.27727850532,0.138969202398,0.767213297253,0.523725601873,0,148,30.9251648316,4.87133962684,161,740,3,1,1,0,2,3,32,1.0,2.0,GPS 7,regme,"'erec', 'quem', 'prec', 'epec'","'quemepec', 'precerec'",406,2014,66,12840
391,4,2,1,2,3,0.280633524841,14.5468758822,70.3618752017,90.53827292,20.1276456917,5.07650069399,37.9833889702,15.1424211455,4.97483443686,6.11559643416,0.0688927067532,-0.210818844629,0.50989237292,0,148,10.4652082022,5.14767535224,161,740,2,1,1,0,2,3,22,1.0,1.0,GPS 9,regme,"'quem', 'chec', 'ibec'","'checquem', 'quemibec'",410,2014,66,12060
392,4,2,1,7,8,4.26011479935,18.8504761032,72.5694088532,986.422962707,27.3907324316,4.37591403493,39.0661422039,24.0399466128,4.16792317319,2.97307236127,0.0225889290003,-49.0268365557,1.97763417913,0,148,52.7800838565,4.90438510247,161,740,4,1,1,0,2,3,42,1.0,2.0,GPS 9,regme,"'gyec', 'cxec', 'njec', 'quem', 'epec', 'cuec', 'gzec', 'mhec'","'cxecquem', 'cxecepec', 'cuecgzec', 'njeccuec', 'mhecnjec', 'njecgyec', 'quemepec'",411,2014,66,14010
394,3,14,3,2,3,0.374984580195,0.330823583656,65.7736397232,65.5212115178,23.8084053251,16.7821918663,41.9497957306,17.5902755517,16.7463302837,6.03796687884,0.0134788340607,10.2488201046,1.07698310065,0,146,14.1779705023,2.43237683053,123,340,2,1,2,0,2,3,22,1.0,2.0,GPS 1,regme,"'quem', 'ibec', 'epec'","'quemibec', 'ibecepec'",414,2014,68,9090
395,3,14,1,4,5,0.381385231733,2.16959899839,66.2442073363,139.192429628,24.162714159,16.6031860901,42.0212108857,21.1484707164,16.5959874763,6.03796687884,0.00105501080295,11.6813110105,0.291133684001,0,146,14.4871371063,2.15721617335,123,340,2,1,1,0,2,3,22,1.0,2.0,GPS 1,regme,"'qvec', 'epec', 'quem', 'chec', 'cxec'","'checquem', 'checepec', 'quemepec', 'cxecqvec'",415,2014,68,14040
396,3,14,1,3,6,-0.399671433923,1.30295277115,66.2442073363,80.0473113766,23.822274021,16.5851765268,43.1240561855,18.313653866,16.5719840825,2.97247492975,0.0371072423792,10.2488201046,0.602814847251,0,146,13.8457077143,2.49575408857,123,340,2,1,1,0,2,3,22,1.0,2.0,GPS 1,regme,"'maec', 'ibec', 'prec', 'erec', 'chec', 'alec'","'checibec', 'maecalec', 'precerec'",416,2014,68,14940
398,3,14,1,11,15,0.806655544268,32.1626576546,81.8583966294,196.761001672,19.9403251565,2.65226138991,42.8485725935,11.4715710569,2.68215524576,1.48774265641,0.00324904844859,-1.00103181611,0.607653821557,0,146,12.8740737236,3.20826307571,123,340,2,1,1,0,2,3,22,1.0,1.0,GPS 10,regme,"'gzec', 'maec', 'ecec', 'cxec', 'njec', 'quem', 'prec', 'epec', 'erec', 'cuec', 'chec', 'qvec', 'alec', 'tnec', 'mhec'","'maecerec', 'maecalec', 'cxectnec', 'mhecnjec', 'precerec', 'checquem', 'checepec', 'cuecgzec', 'ececqvec', 'chectnec', 'quemepec'",418,2014,68,14640
404,3,14,3,2,3,0.141632061976,6.10054609233,61.8653360169,87.5545367909,17.4984119652,5.44064790703,28.933565701,12.0781629897,5.46356870197,4.30701032023,0.00205155781839,-2.56969341984,0.582609236777,0,146,16.2083553443,4.49530371586,123,340,2,1,2,0,1,3,21,1.0,2.0,GPS 13,regme,"'quem', 'chec', 'epec'","'checquem', 'checepec'",424,2014,68,8880
405,3,14,1,7,8,0.444080156397,7.79443867003,62.2202258244,503.029793168,19.9498825395,6.10677660296,31.2027655674,21.0760826117,6.11533722892,4.30701032023,0.00205155781839,-2.56969341984,0.487996332698,0,146,24.0006445259,4.27911005757,123,340,4,1,1,0,2,3,42,1.0,2.0,GPS 13,regme,"'cxec', 'quem', 'ibec', 'prec', 'epec', 'erec', 'chec', 'tnec'","'cxectnec', 'quemibec', 'precerec', 'checquem', 'checepec', 'ibecepec', 'quemepec'",425,2014,68,11010
409,3,14,1,6,7,-1.16761226137,8.54837564251,38.0112116592,86.7717316823,19.0095278002,4.63830048436,25.399359681,10.5755915022,4.62200818853,1.70697928051,0.00108530363115,-2.95857546311,0.413621352694,0,146,11.1047339976,6.17762104954,123,340,2,1,1,0,1,2,21,1.0,1.0,GPS 17,regme,"'ecec', 'cxec', 'njec', 'erec', 'cuec', 'qvec', 'alec'","'cuecalec', 'cxecqvec', 'cxecerec', 'ececqvec', 'njeccuec', 'erecalec'",429,2014,68,15450
410,3,14,1,5,7,-0.981541416071,13.6176892351,38.9462553601,106.550990448,19.2820028923,4.1560525368,25.4339229983,11.9541592638,4.15629267613,2.19464836943,0.000228394624503,-3.94628065653,0.38249281748,0,146,11.6996328493,6.49254172473,123,340,2,1,1,0,1,2,21,1.0,1.0,GPS 17,regme,"'maec', 'cxec', 'prec', 'epec', 'erec', 'tnec', 'alec'","'maecprec', 'cxecepec', 'precerec', 'maecalec', 'cxectnec'",430,2014,68,16740
425,3,14,1,6,6,-0.483076889241,9.67371960073,57.5258422734,75.0267460382,16.230107513,3.63039490628,29.650116535,11.0601926594,3.61547101459,4.67046449318,0.00223979531413,-1.35955681362,0.368419375418,0,146,8.61177397972,4.30506705107,123,340,2,1,1,0,1,2,21,1.0,1.0,GPS 4,regme,"'maec', 'quem', 'ibec', 'epec', 'chec', 'alec'","'maecalec', 'quemibec', 'checquem', 'checepec', 'ibecepec', 'quemepec'",446,2014,68,17250
427,3,14,3,3,5,0.49055184182,5.39382473437,89.315192028,91.3832148407,23.9012040155,6.03171024739,43.9583072222,12.8974371711,6.04954690553,2.13712567405,0.00540378502743,-2.18087826957,0.384175476419,0,146,11.2801652965,6.57834104366,123,340,2,1,2,0,2,3,22,1.0,2.0,GPS 7,regme,"'ljec', 'cuec', 'cxec', 'tnec', 'gzec'","'cuecgzec', 'ljecgzec', 'cxectnec'",448,2014,68,9720
428,3,14,1,6,10,-0.344237394832,7.83310312359,89.3894168472,126.600271438,23.9012040155,5.59473486449,46.3998620376,13.7053445957,5.5847104067,1.48746189054,0.00732798637689,-2.4767244856,0.404436682358,0,146,14.805876879,5.43837492783,123,340,2,1,1,0,2,3,22,1.0,2.0,GPS 7,regme,"'maec', 'ecec', 'cxec', 'ljec', 'quem', 'ibec', 'chec', 'qvec', 'clec', 'alec'","'cxecqvec', 'maecalec', 'quemibec', 'checquem', 'ececqvec', 'clecljec'",449,2014,68,12480
431,3,14,1,5,4,0.942103679788,13.938264632,78.7402412041,309.690156302,29.0867310964,7.29550264804,42.6735368773,15.1268881734,7.27713272471,5.79276579475,0.00865714156038,0.165652372671,0.38759124149,0,146,19.5585646061,7.70171278546,123,340,3,1,1,0,2,3,32,1.0,2.0,GPS 8,regme,"'epec', 'quem', 'chec', 'ibec'","'checquem', 'checepec', 'quemepec', 'ibecepec', 'quemibec'",452,2014,68,11490
436,6,8,6,2,3,-1.48309936555,0.527136642339,72.0455723467,188.905223701,19.4253768804,10.9289642849,47.3649388538,65.2534385775,10.9257507823,4.89247562263,0.347676476549,2.24941352569,0.336127156208,2,152,18.7804970507,5.02257178224,122,490,2,2,3,0,2,3,22,1.0,2.0,GPS 11,regme,"'quem', 'chec', 'epec'","'checquem', 'quemepec'",457,2014,69,7230
438,6,8,1,3,5,1.66936467895,25.8647997857,62.103193658,480.696233667,34.4129574553,7.07483592423,29.3316335058,29.0029259025,7.25521680121,4.34478066257,0.0262602210134,-15.4671523428,2.22035828485,2,152,50.1009441296,5.0133972061,122,490,3,1,1,0,1,3,31,1.0,2.0,GPS 13,regme,"'epec', 'quem', 'chec', 'tnec', 'cxec'","'checquem', 'checepec', 'cxectnec'",460,2014,69,11790
439,6,8,1,7,8,3.06569337288,21.5322090512,62.8302159606,432.503934794,19.8573955843,8.64248237591,39.5936113316,22.8781439582,8.4705029884,4.34478066257,0.00221552364318,-18.893811949,2.05862144514,2,152,42.6759114112,4.68103809868,122,490,3,1,1,0,2,3,32,1.0,2.0,GPS 13,regme,"'maec', 'quem', 'ibec', 'epec', 'erec', 'cuec', 'chec', 'alec'","'cuecalec', 'maecalec', 'checibec', 'quemibec', 'checquem', 'ibecepec', 'erecalec'",461,2014,69,14400
444,6,8,1,4,6,-1.04460498113,5.60963914227,39.0023039922,69.5312361974,18.5366293652,4.36800102405,26.2476332485,10.869677627,4.35760043777,5.16224093991,0.00119313842956,-2.87448395089,0.395139930387,2,152,11.7568647152,6.15803820276,122,490,2,1,1,0,1,2,21,1.0,1.0,GPS 17,regme,"'ibec', 'epec', 'erec', 'chec', 'tnec', 'alec'","'checepec', 'ibecepec', 'erecalec', 'chectnec'",468,2014,69,12930
445,6,8,1,4,6,-1.08385428588,10.7116176759,38.6628678443,142.507005368,17.6441158065,4.52705667467,25.3342709852,13.7354860814,4.59302191677,1.8076996446,0.00635686200634,-2.47313285609,0.807459869446,2,152,14.4719679288,5.82868310999,122,490,2,1,1,0,1,2,21,1.0,1.0,GPS 17,regme,"'maec', 'ecec', 'prec', 'erec', 'qvec', 'alec'","'precerec', 'maecerec', 'ececqvec', 'maecalec'",469,2014,69,15630
447,6,8,6,2,4,0.587975423241,40.4720943986,83.854871907,109.356480381,27.0610088997,9.49253190634,55.917655095,55.8011902769,9.50173784855,17.0670922159,0.0194025801476,4.80442267938,0.270438504434,2,152,10.9156941278,4.68823033879,122,490,2,2,3,1,2,3,22,1.0,1.0,GPS 19,regme,"'njec', 'gyec', 'quem', 'epec'","'quemepec', 'njecgyec'",471,2014,69,5730
463,6,8,1,3,5,-0.76348136754,10.9328387932,57.4124418834,79.5842714748,18.2476874749,5.13010151061,28.3181745233,21.9919542861,5.13655411841,5.30524992123,0.000952647429932,-0.372126784435,0.42458836639,2,152,8.41183587147,3.79354736459,122,490,2,1,1,0,1,2,21,1.0,1.0,GPS 4,regme,"'ibec', 'quem', 'chec', 'tnec', 'cxec'","'quemibec', 'checquem', 'cxectnec'",488,2014,69,16920
464,6,8,1,2,4,-1.15447175226,0.671525271759,89.3865573329,54.1378306509,24.7299982179,9.65898152841,41.8064482014,18.4943995768,9.64865576616,2.10745850431,0.00770856763263,0.927569408981,0.37456311183,2,152,10.4838823026,7.11613962978,122,490,2,1,1,0,2,3,22,1.0,2.0,GPS 7,regme,"'epec', 'chec', 'tnec', 'cxec'","'checepec', 'cxectnec'",489,2014,69,13260
467,6,8,1,10,13,2.80051472802,35.5450736532,81.0679668277,770.71485827,32.8601396161,8.90919435792,42.6406662173,33.6727758795,8.96020193511,2.72732294753,0.00208510815,-48.2579630165,1.95280865666,2,152,29.4571262142,7.11791176599,122,490,4,1,1,0,2,3,42,1.0,2.0,GPS 8,regme,"'maec', 'cxec', 'ljec', 'quem', 'ibec', 'prec', 'epec', 'erec', 'cuec', 'qvec', 'clec', 'tnec', 'gzec'","'cxecquem', 'cuecgzec', 'cxecerec', 'maecerec', 'precerec', 'prectnec', 'clecljec', 'cxecqvec', 'ibecepec', 'quemepec'",492,2014,69,14310
468,6,8,1,5,8,0.493813999474,1.76217557627,80.0658082259,80.1633451888,29.3762728284,8.87809969374,42.8491273381,22.7084000246,8.94958486936,2.95309618988,0.0123008794741,1.63519358889,0.716710227634,2,152,14.4596788369,6.96407247517,122,490,2,1,1,0,2,3,22,1.0,2.0,GPS 8,regme,"'cxec', 'ljec', 'quem', 'ibec', 'epec', 'chec', 'tnec', 'gzec'","'quemibec', 'checquem', 'checepec', 'ljecgzec', 'cxectnec'",493,2014,69,14700
469,6,8,1,11,12,2.29284582312,4.64584244477,72.6491624654,471.848486722,29.8169145854,6.85859363371,39.1133337369,38.0657232074,6.66462714892,2.92594962393,0.000100654610956,-41.8471480595,2.45222937254,2,152,35.2343230928,6.36445374568,122,490,3,1,1,0,2,3,32,1.0,2.0,GPS 9,regme,"'maec', 'cxec', 'ljec', 'quem', 'ibec', 'prec', 'epec', 'erec', 'chec', 'clec', 'gzec', 'alec'","'cxecerec', 'maecalec', 'quemibec', 'maecerec', 'precerec', 'checquem', 'checepec', 'clecljec', 'ibecepec', 'quemepec', 'ljecgzec'",495,2014,69,14010
475,4,7,4,6,9,1.65402456623,10.5670522452,63.6646986086,343.599261562,28.8817285361,8.80517879233,34.400419992,21.7527632009,8.83591387706,3.26455988187,0.000982075699358,-0.740999934198,1.57811868609,1,139,29.7670425025,3.18431864104,141,1020,3,1,3,0,2,3,32,1.0,2.0,GPS 13,regme,"'maec', 'njec', 'quem', 'ibec', 'prec', 'epec', 'cuec', 'chec', 'alec'","'njeccuec', 'alecmaec', 'quemibec', 'precmaec', 'checepec', 'ibecepec'",502,2014,74,10260
483,4,7,2,3,5,-1.17903141454,32.2108090359,37.6446594649,102.882469937,26.1043070609,7.02857054138,24.7649371205,12.1191900787,7.03988496133,1.40870712026,0.0443213606272,-1.57520601612,0.445497227413,1,139,6.14539788603,6.47604907312,141,1020,2,1,2,0,1,2,21,1.0,1.0,GPS 17,regme,"'njec', 'ljec', 'gzec', 'cuec', 'mhec'","'mhecnjec', 'njeccuec', 'ljecgzec'",511,2014,74,16110
484,4,7,2,2,3,-1.29367915445,41.5023051885,38.2839941041,228.264958302,20.3745621059,6.66130432685,25.86941738,6.97407229808,6.70603811572,5.88631337174,0.00161866184641,-5.67186508094,0.818278889476,1,139,16.727203248,6.57850282837,141,1020,3,1,2,0,1,2,31,1.0,1.0,GPS 17,regme,"'maec', 'cuec', 'alec'","'cuecalec', 'alecmaec'",512,2014,74,16500
504,4,7,4,4,7,-0.580651902589,6.15687425651,88.5185632756,69.3196071821,24.6484019028,10.8910536706,42.5442884227,14.6573630149,10.8839083548,2.46505800201,0.0187293286209,3.20290874217,0.305134632444,1,139,7.37079713523,6.22036387792,141,1020,2,1,3,0,2,3,22,1.0,2.0,GPS 7,regme,"'cxec', 'pjec', 'njec', 'epec', 'seec', 'cuec', 'mhec'","'cxecepec', 'mhecnjec', 'njeccuec', 'pjecseec'",532,2014,74,9870
